"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"6905C";"R?seau de Lyon";"2022";"693820504";"Sainte-Blandine-Casimir Perier";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693830101";"Préfecture";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693830102";"Jussieu";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693830102";"Jussieu";"C";"T";1742.82058378472;2
"6905C";"R?seau de Lyon";"2022";"693830103";"Les Halles";"C";"R";3231.89717452798;8
"6905C";"R?seau de Lyon";"2022";"693830103";"Les Halles";"C";"T";2880.85285332777;5
"6905C";"R?seau de Lyon";"2022";"693830104";"Bonnel-Servient";"C";"R";2910.42452168975;9
"6905C";"R?seau de Lyon";"2022";"693830104";"Bonnel-Servient";"C";"T";3654.48585466844;9
"6905C";"R?seau de Lyon";"2022";"693830105";"Mutualité-Liberté";"C";"I";256.605767399063;1
"6905C";"R?seau de Lyon";"2022";"693830105";"Mutualité-Liberté";"C";"R";618.14326124384;1
"6905C";"R?seau de Lyon";"2022";"693830201";"Moncey";"C";"T";987.312153375578;2
"6905C";"R?seau de Lyon";"2022";"693830202";"Voltaire";"C";"R";310.97948019366;1
"6905C";"R?seau de Lyon";"2022";"693830203";"Saxe-Villeroy";"C";"R";581.894119380776;1
"6905C";"R?seau de Lyon";"2022";"693830204";"Saint-Amour";"C";"R";3478.96369406834;4
"6905C";"R?seau de Lyon";"2022";"693830205";"Mairie-Saint-Sacrement";"C";"R";2867.49790632559;5
"6905C";"R?seau de Lyon";"2022";"693830205";"Mairie-Saint-Sacrement";"C";"T";1030.23876873973;2
"6905C";"R?seau de Lyon";"2022";"693830301";"Part Dieu";"C";"I";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693830301";"Part Dieu";"C";"R";5115.40734138324;4
"6905C";"R?seau de Lyon";"2022";"693830301";"Part Dieu";"C";"T";23609.6384502856;26
"6905C";"R?seau de Lyon";"2022";"693830302";"Danton-Bir Hakeim";"C";"R";2465.89557147427;11
"6905C";"R?seau de Lyon";"2022";"693830302";"Danton-Bir Hakeim";"C";"T";2983.87673020175;6
"6905C";"R?seau de Lyon";"2022";"693830401";"Villette Gare";"C";"R";1594.96224197485;5
"6905C";"R?seau de Lyon";"2022";"693830401";"Villette Gare";"C";"T";1817.22671708259;6
"6905C";"R?seau de Lyon";"2022";"693830402";"Richerand-Petites Sœurs";"C";"R";3558.13945129556;4
"6905C";"R?seau de Lyon";"2022";"693830402";"Richerand-Petites Sœurs";"C";"T";3427.45175563135;6
"6905C";"R?seau de Lyon";"2022";"693830403";"Pompidou";"C";"T";680.148372325398;2
"6905C";"R?seau de Lyon";"2022";"693830404";"Baraban-Ferrandière";"C";"R";4221.1171774753;5
"6905C";"R?seau de Lyon";"2022";"693830405";"Saint-Anne de Baraban";"C";"R";1923.11236831417;5
"6905C";"R?seau de Lyon";"2022";"693830405";"Saint-Anne de Baraban";"C";"T";479.824167292672;1
"6905C";"R?seau de Lyon";"2022";"693830501";"Villette-Paul Bert";"C";"R";4141.94142024808;3
"6905C";"R?seau de Lyon";"2022";"693830501";"Villette-Paul Bert";"C";"T";1792.42467264996;3
"6905C";"R?seau de Lyon";"2022";"693830502";"Paul Bert-Maisons Neuves";"C";"R";1174.28141140612;2
"6905C";"R?seau de Lyon";"2022";"693830502";"Paul Bert-Maisons Neuves";"C";"T";427.358304069815;1
"6905C";"R?seau de Lyon";"2022";"693830602";"Dauphiné-Montluc";"C";"T";1423.25578051822;3
"6905C";"R?seau de Lyon";"2022";"693830801";"Feuillat Harmonie";"C";"R";478.870242506802;1
"6905C";"R?seau de Lyon";"2022";"693830801";"Feuillat Harmonie";"C";"T";2184.48775964258;2
"6905C";"R?seau de Lyon";"2022";"693830803";"Grange Blanche";"C";"T";21262.9834770451;1
"6905C";"R?seau de Lyon";"2022";"693830804";"Chaussagne Desgenettes";"C";"R";1648.38202998357;2
"6905C";"R?seau de Lyon";"2022";"693830804";"Chaussagne Desgenettes";"C";"T";6296.85751152869;3
"6905C";"R?seau de Lyon";"2022";"693860102";"Le Parc";"C";"T";4095.19910574044;2
"6905C";"R?seau de Lyon";"2022";"693860103";"Les Belges";"C";"R";854.716608139631;4
"6905C";"R?seau de Lyon";"2022";"693860103";"Les Belges";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693860201";"Puvis de Chavannes";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693860202";"Mongolfier-Le Lycée";"C";"R";3023.94157120829;7
"6905C";"R?seau de Lyon";"2022";"693860202";"Mongolfier-Le Lycée";"C";"T";3860.53360841639;3
"6905C";"R?seau de Lyon";"2022";"693860301";"Maréchal Lyautey";"C";"T";660.115951822126;2
"6905C";"R?seau de Lyon";"2022";"693860302";"Kléber";"C";"R";571.400946736204;2
"6905C";"R?seau de Lyon";"2022";"693860302";"Kléber";"C";"T";200.324205032726;1
"6905C";"R?seau de Lyon";"2022";"693860303";"Vitton";"C";"R";1728.51171199666;4
"6905C";"R?seau de Lyon";"2022";"693860303";"Vitton";"C";"T";315.749104123011;1
"6905C";"R?seau de Lyon";"2022";"693860304";"Les Brotteaux";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693860304";"Les Brotteaux";"C";"T";1912.6191956696;2
"6905C";"R?seau de Lyon";"2022";"693860403";"Edgard Quinet";"C";"R";480.778092078542;2
"6905C";"R?seau de Lyon";"2022";"693860403";"Edgard Quinet";"C";"T";1118.95377382566;2
"6905C";"R?seau de Lyon";"2022";"693860501";"Mairie";"C";"R";992.081777304929;3
"6905C";"R?seau de Lyon";"2022";"693860501";"Mairie";"C";"T";1229.60904898659;5
"6905C";"R?seau de Lyon";"2022";"693860502";"L'Europe";"C";"R";3879.61210413379;4
"6905C";"R?seau de Lyon";"2022";"693860502";"L'Europe";"C";"T";203.185979390336;1
"6905C";"R?seau de Lyon";"2022";"693860503";"Vauban";"C";"R";2860.8204328245;5
"6905C";"R?seau de Lyon";"2022";"693860503";"Vauban";"C";"T";556.138150162282;4
"6905C";"R?seau de Lyon";"2022";"693860601";"Jules Ferry";"C";"R";1780.97757521952;4
"6905C";"R?seau de Lyon";"2022";"693860601";"Jules Ferry";"C";"T";1109.41452596695;7
"6905C";"R?seau de Lyon";"2022";"693860603";"Juliette Récamier";"C";"R";1073.16538410389;2
"6905C";"R?seau de Lyon";"2022";"693860701";"Bellecombe-Thiers";"C";"R";2545.07132870149;10
"6905C";"R?seau de Lyon";"2022";"693860701";"Bellecombe-Thiers";"C";"T";811.789992775475;4
"6905C";"R?seau de Lyon";"2022";"693860702";"Les Charmettes-Lafayette";"C";"R";477.916317720932;2
"6905C";"R?seau de Lyon";"2022";"693860702";"Les Charmettes-Lafayette";"C";"T";1033.10054309734;4
"6905C";"R?seau de Lyon";"2022";"693870102";"Universités";"C";"R";1014.02204737994;2
"6905C";"R?seau de Lyon";"2022";"693870102";"Universités";"C";"T";10166.9303678038;5
"6905C";"R?seau de Lyon";"2022";"693870103";"Centre Berthelot";"C";"R";2500.23686376559;1
"6905C";"R?seau de Lyon";"2022";"693870103";"Centre Berthelot";"C";"T";1640.75063169661;9
"6905C";"R?seau de Lyon";"2022";"693870203";"Mairie";"C";"T";296.670608405609;1
"6905C";"R?seau de Lyon";"2022";"693870401";"Domer";"C";"R";1019.74559609516;1
"6905C";"R?seau de Lyon";"2022";"693870401";"Domer";"C";"T";618.14326124384;1
"6905C";"R?seau de Lyon";"2022";"693870402";"Jean Macé";"C";"R";1171.41963704851;3
"6905C";"R?seau de Lyon";"2022";"693870402";"Jean Macé";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693870501";"Jules Brunard";"C";"R";766.95552783958;5
"6905C";"R?seau de Lyon";"2022";"693870502";"Stalingrad";"C";"R";3121.24189936705;2
"6905C";"R?seau de Lyon";"2022";"693870503";"Lamothe";"C";"R";521.796857870958;1
"6905C";"R?seau de Lyon";"2022";"693870601";"Yves Farges";"C";"R";7397.68671442281;25
"6905C";"R?seau de Lyon";"2022";"693870601";"Yves Farges";"C";"T";8302.00741142769;9
"6905C";"R?seau de Lyon";"2022";"693870602";"Le Fleuve";"C";"T";1026.42306959625;3
"6905C";"R?seau de Lyon";"2022";"693870603";"Le Rhône";"C";"R";1872.55435466305;2
"6905C";"R?seau de Lyon";"2022";"693870603";"Le Rhône";"C";"T";375.846365632829;1
"6905C";"R?seau de Lyon";"2022";"693870701";"L'Artillerie-La Gare";"C";"T";1980.34785546638;4
"6905C";"R?seau de Lyon";"2022";"693870703";"Cité Jardin";"C";"R";453.114273288309;2
"6905C";"R?seau de Lyon";"2022";"693870703";"Cité Jardin";"C";"T";1898.31032388155;3
"6905C";"R?seau de Lyon";"2022";"693870704";"Jean-Jaurès Sud";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693870705";"Jean-Jaurès Nord";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693870801";"Marcel Mérieux";"C";"R";4505.38676366459;8
"6905C";"R?seau de Lyon";"2022";"693870801";"Marcel Mérieux";"C";"T";3896.78275027946;6
"6905C";"R?seau de Lyon";"2022";"693870802";"Tony Garnier";"C";"R";4963.2716215609;21
"6905C";"R?seau de Lyon";"2022";"693870802";"Tony Garnier";"C";"T";15006.1908065229;29
"6905C";"R?seau de Lyon";"2022";"693870901";"La Mouche-Le Port";"C";"R";829.914563707008;1
"6905C";"R?seau de Lyon";"2022";"693870901";"La Mouche-Le Port";"C";"T";1376.51346601059;1
"6905C";"R?seau de Lyon";"2022";"693880101";"Jean Moulin";"C";"T";2336.16180059593;1
"6905C";"R?seau de Lyon";"2022";"693880102";"Colbert";"C";"T";679.194447539528;1
"6905C";"R?seau de Lyon";"2022";"693880105";"Marius Berliet Sud";"C";"R";5275.20406586179;9
"6905C";"R?seau de Lyon";"2022";"693880105";"Marius Berliet Sud";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"693880202";"Les Alouettes-Bachut";"C";"T";2336.16180059593;1
"6905C";"R?seau de Lyon";"2022";"693880301";"Laennec";"C";"R";561.861698877503;1
"6905C";"R?seau de Lyon";"2022";"693880301";"Laennec";"C";"T";11405.1247398632;8
"6905C";"R?seau de Lyon";"2022";"693880302";"Rockefeller-La Buire";"C";"R";6209.09643122864;7
"6905C";"R?seau de Lyon";"2022";"693880302";"Rockefeller-La Buire";"C";"T";9291.22741437501;6
"6905C";"R?seau de Lyon";"2022";"693880303";"Bataille";"C";"R";1904.98779738264;4
"6905C";"R?seau de Lyon";"2022";"693880303";"Bataille";"C";"T";6054.56061591768;5
"6905C";"R?seau de Lyon";"2022";"693880401";"Latarget-Mermoz";"C";"T";7515.97338787071;1
"6905C";"R?seau de Lyon";"2022";"693880402";"La Trinité-Mermoz";"C";"R";2571.78122270585;13
"6905C";"R?seau de Lyon";"2022";"693880403";"Genton-Ranvier";"C";"R";1602.59364026181;5
"6905C";"R?seau de Lyon";"2022";"693880403";"Genton-Ranvier";"C";"T";1743.77450857059;2
"6905C";"R?seau de Lyon";"2022";"693880404";"Mairie";"C";"R";2461.12594754492;8
"6905C";"R?seau de Lyon";"2022";"693880404";"Mairie";"C";"T";789.849722700463;3
"6905C";"R?seau de Lyon";"2022";"693880503";"Général André";"C";"T";775.540850912411;2
"6905C";"R?seau de Lyon";"2022";"693880601";"Langlet Santy";"C";"T";398.740560493712;1
"6905C";"R?seau de Lyon";"2022";"693880602";"Grange Rouge";"C";"R";4252.59669540901;2
"6905C";"R?seau de Lyon";"2022";"693880603";"Viviani";"C";"R";5123.53002490843;2
"6905C";"R?seau de Lyon";"2022";"693880701";"Le Bocage";"C";"R";399.694485279582;1
"6905C";"R?seau de Lyon";"2022";"693880702";"États-Unis";"C";"R";1031.1926935256;3
"6905C";"R?seau de Lyon";"2022";"693880702";"États-Unis";"C";"T";678.240522753658;1
"6905C";"R?seau de Lyon";"2022";"693880801";"Moulin à Vent";"C";"R";5126.39179926605;3
"6905C";"R?seau de Lyon";"2022";"693880802";"Audibert-La Virotte";"C";"R";854.716608139631;2
"6905C";"R?seau de Lyon";"2022";"693880802";"Audibert-La Virotte";"C";"T";1308.78480621381;2
"6905C";"R?seau de Lyon";"2022";"693880901";"Petite Guille";"C";"R";1246.77969513225;3
"6905F";"R?seau de Lyon";"2022";"692660102";"Charles Hernu";"F";"T";"secret";"secret"
"6905F";"R?seau de Lyon";"2022";"692660302";"Espace-Central";"F";"T";510;2
"6905F";"R?seau de Lyon";"2022";"692660401";"Stalingrad";"F";"T";488;2
"6905F";"R?seau de Lyon";"2022";"692661205";"Tolstoï Nord";"F";"T";260;2
"6905F";"R?seau de Lyon";"2022";"693830102";"Jussieu";"F";"T";558;2
"6905F";"R?seau de Lyon";"2022";"693830103";"Les Halles";"F";"T";544;3
"6905F";"R?seau de Lyon";"2022";"693830104";"Bonnel-Servient";"F";"R";"secret";"secret"
"6905F";"R?seau de Lyon";"2022";"693830104";"Bonnel-Servient";"F";"T";1882;6
"6905F";"R?seau de Lyon";"2022";"693830301";"Part Dieu";"F";"T";26288;27
"6905F";"R?seau de Lyon";"2022";"693830302";"Danton-Bir Hakeim";"F";"T";829.957000732421;3
"6905F";"R?seau de Lyon";"2022";"693830401";"Villette Gare";"F";"T";1243;4
"6905F";"R?seau de Lyon";"2022";"693830402";"Richerand-Petites Sœurs";"F";"T";698;3
"6905F";"R?seau de Lyon";"2022";"693830403";"Pompidou";"F";"T";298;1
"6905F";"R?seau de Lyon";"2022";"693830501";"Villette-Paul Bert";"F";"T";969;3
"6905F";"R?seau de Lyon";"2022";"693830602";"Dauphiné-Montluc";"F";"T";1364;1
"6905F";"R?seau de Lyon";"2022";"693860304";"Les Brotteaux";"F";"T";2228;2
"6905F";"R?seau de Lyon";"2022";"693860502";"L'Europe";"F";"T";215;1
"6905F";"R?seau de Lyon";"2022";"693860503";"Vauban";"F";"R";332;1
"6905F";"R?seau de Lyon";"2022";"693860503";"Vauban";"F";"T";"secret";"secret"
"6905F";"R?seau de Lyon";"2022";"693860601";"Jules Ferry";"F";"T";533;3
"6905F";"R?seau de Lyon";"2022";"693860701";"Bellecombe-Thiers";"F";"R";223;6
"6905F";"R?seau de Lyon";"2022";"693860701";"Bellecombe-Thiers";"F";"T";1680;3
"6905F";"R?seau de Lyon";"2022";"693860702";"Les Charmettes-Lafayette";"F";"T";387;1
"6905F";"R?seau de Lyon";"2022";"693870601";"Yves Farges";"F";"R";219;1
"6905F";"R?seau de Lyon";"2022";"693870802";"Tony Garnier";"F";"R";936;1
"6905F";"R?seau de Lyon";"2022";"693870802";"Tony Garnier";"F";"T";1708;6
"6906C";"R?seau de Vaulx en Velin";"2022";"692560102";"Z.A. Est";"C";"R";289.140014648437;1
"6906C";"R?seau de Vaulx en Velin";"2022";"692560201";"Village Centre";"C";"R";"secret";"secret"
"6906C";"R?seau de Vaulx en Velin";"2022";"692560202";"Village Sud";"C";"R";3878.17007446288;11
"6906C";"R?seau de Vaulx en Velin";"2022";"692560202";"Village Sud";"C";"T";862.853996276855;6
"6906C";"R?seau de Vaulx en Velin";"2022";"692560203";"Village Nord";"C";"R";1878.49996948242;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560203";"Village Nord";"C";"T";496.899993896484;1
"6906C";"R?seau de Vaulx en Velin";"2022";"692560301";"Grappinière-Petit Pont";"C";"R";4862.76002502441;16
"6906C";"R?seau de Vaulx en Velin";"2022";"692560301";"Grappinière-Petit Pont";"C";"T";359.187995910644;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560302";"Grolières-Noirettes";"C";"R";10728.4800415039;8
"6906C";"R?seau de Vaulx en Velin";"2022";"692560302";"Grolières-Noirettes";"C";"T";1171.49002075195;4
"6906C";"R?seau de Vaulx en Velin";"2022";"692560401";"Sauveteur Sud";"C";"R";6213.729888916;8
"6906C";"R?seau de Vaulx en Velin";"2022";"692560401";"Sauveteur Sud";"C";"T";731.83999633789;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560402";"Sauveteur Nord";"C";"R";7459.72006225585;7
"6906C";"R?seau de Vaulx en Velin";"2022";"692560402";"Sauveteur Nord";"C";"T";1006.55999755859;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560403";"Mas du Taureau Nord";"C";"R";1323.77798461914;2
"6906C";"R?seau de Vaulx en Velin";"2022";"692560403";"Mas du Taureau Nord";"C";"T";"secret";"secret"
"6906C";"R?seau de Vaulx en Velin";"2022";"692560404";"Mas du Taureau Sud";"C";"R";5946.33984374998;4
"6906C";"R?seau de Vaulx en Velin";"2022";"692560405";"Pré de L'Herbe";"C";"R";2121.39099121093;2
"6906C";"R?seau de Vaulx en Velin";"2022";"692560405";"Pré de L'Herbe";"C";"T";827.94999694824;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560501";"Pont des Planches";"C";"R";3057.0419921875;7
"6906C";"R?seau de Vaulx en Velin";"2022";"692560501";"Pont des Planches";"C";"T";1673.54000091553;7
"6906C";"R?seau de Vaulx en Velin";"2022";"692560601";"Écoin-Thibaude";"C";"R";3407.30999755858;3
"6906C";"R?seau de Vaulx en Velin";"2022";"692560601";"Écoin-Thibaude";"C";"T";2496.81000900269;5
"6906C";"R?seau de Vaulx en Velin";"2022";"692560602";"Vernay";"C";"R";6539.54980468748;4
"6906C";"R?seau de Vaulx en Velin";"2022";"692560603";"Verchères";"C";"R";11803.6382293701;22
"6906C";"R?seau de Vaulx en Velin";"2022";"692560603";"Verchères";"C";"T";5414.97493743895;18
"6912C";"GIVORS";"2022";"690910101";"Vernes Haut";"C";"R";5064;7
"6912C";"GIVORS";"2022";"690910101";"Vernes Haut";"C";"T";284;2
"6912C";"GIVORS";"2022";"690910102";"Bas Vernes";"C";"R";6761;8
"6912C";"GIVORS";"2022";"690910102";"Bas Vernes";"C";"T";4292;5
"6912C";"GIVORS";"2022";"690910103";"Les Coteaux";"C";"T";691;2
"6912C";"GIVORS";"2022";"690910201";"Les Plaines";"C";"R";2084;3
"6912C";"GIVORS";"2022";"690910201";"Les Plaines";"C";"T";1226;6
"6912C";"GIVORS";"2022";"690910202";"Canal";"C";"R";852;1
"6912C";"GIVORS";"2022";"690910202";"Canal";"C";"T";1485;4
"6928C";"H?pital Nord-Ouest : CH de Villefrance/S.";"2022";"690130000";"Arnas (commune non irisée)";"C";"nd";"nd";"nd"
"6928C";"H?pital Nord-Ouest : CH de Villefrance/S.";"2022";"690920101";"La Chartonnière";"C";"nd";"nd";"nd"
"6931C";"R?seau Sytraival";"2022";"690920103";"Le Bourg La Claire";"C";"X";1368.04998779297;2
"6931C";"R?seau Sytraival";"2022";"691150000";"Limas (commune non irisée)";"C";"X";1201.2099609375;1
"6931C";"R?seau Sytraival";"2022";"692640101";"Zone d'Activités Est 1";"C";"X";786.833992004393;3
"6931C";"R?seau Sytraival";"2022";"692640201";"Béligny Est";"C";"X";4501.58401489256;9
"6931C";"R?seau Sytraival";"2022";"692640202";"Béligny Ouest";"C";"X";1859.54997253417;2
"6931C";"R?seau Sytraival";"2022";"692640203";"Lamartine";"C";"X";"secret";"secret"
"6931C";"R?seau Sytraival";"2022";"692640302";"Troussier-Fongraine";"C";"X";1446.09701538086;3
"6931C";"R?seau Sytraival";"2022";"692640303";"Quarantaine";"C";"X";2190.56599807739;11
"6931C";"R?seau Sytraival";"2022";"692640401";"Centre Ville Nord";"C";"X";1658.80000305176;2
"6931C";"R?seau Sytraival";"2022";"692640402";"Centre Ville Sud";"C";"X";2545.94903564453;8
"6931C";"R?seau Sytraival";"2022";"692640501";"Nord-Ouest";"C";"X";3361.69400787353;6
"6931C";"R?seau Sytraival";"2022";"692640601";"Belleroche";"C";"X";5259;2
"7104C";"R?seau d'Autun";"2022";"710140101";"Collectif Saint-Pantaléon";"C";"X";4428.89994812011;10
"7104C";"R?seau d'Autun";"2022";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"X";2595.4280052185;9
"7104C";"R?seau d'Autun";"2022";"710140103";"Saint-Jean-Saint-André";"C";"X";6159.67940807342;12
"7104C";"R?seau d'Autun";"2022";"710140104";"Gare et Centre Ville Nord";"C";"X";520.299987792968;2
"7104C";"R?seau d'Autun";"2022";"710140105";"Parc Nord et Saintandoche";"C";"X";4819.10004425048;7
"7104C";"R?seau d'Autun";"2022";"710140106";"Parc Sud-Moulin du Vallon";"C";"X";2828.70999145508;5
"7104C";"R?seau d'Autun";"2022";"710140107";"Saint-Branchez-Croix Verte";"C";"X";6263.20010375976;3
"7104C";"R?seau d'Autun";"2022";"710140108";"Centre Ville";"C";"X";1264.01001739502;5
"7104C";"R?seau d'Autun";"2022";"710140110";"Zone d'Activités d'Autun Nord";"C";"X";1708.69998550414;4
"7202C";"Perc?e Centrale";"2022";"721810103";"Jacobins-République";"C";"R";9441.71353846787;61
"7202C";"Perc?e Centrale";"2022";"721810103";"Jacobins-République";"C";"T";1401.62902069092;6
"7202C";"Perc?e Centrale";"2022";"721810601";"Tessé";"C";"T";337.450012207031;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"720030101";"Les Ruisseaux";"C";"X";8594.434956789;26
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"720030102";"Le Chaoué";"C";"X";5699.09198212623;18
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"720030103";"La Tour aux Fées";"C";"X";6437.97008121012;33
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"720030104";"Les Perrières";"C";"X";4320.9589767456;14
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"720030105";"Campagne-Hautes Métairies";"C";"X";7264.28089523315;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721810302";"Monthéard";"C";"X";1449.95001220703;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721810502";"Haut de Gazonfier";"C";"X";1622.44997787475;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721810503";"Bas de Gazonfier";"C";"X";2875.15002441406;11
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811701";"Sablonnière";"C";"X";4103.04400634765;11
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811702";"Sablons centre";"C";"X";7801.20998764037;23
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811703";"Newton";"C";"X";10493.4399261475;24
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811801";"Petit Louvre";"C";"X";7842.55999755859;13
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811802";"Épau";"C";"X";6550.62992095947;15
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811803";"Gué Bernisson";"C";"X";9167.6800842285;15
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721811902";"Jaurès Bertinière";"C";"X";1556.3699798584;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812001";"Pontlieue";"C";"X";808.370027542114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812002";"Michel-Ange";"C";"X";1685.46998596191;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812101";"Ronceray";"C";"X";5521.80018615722;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812102";"Glonnières";"C";"X";5205.12009429932;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812201";"Cité des Pins";"C";"X";559.189985275267;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812202";"Vert Galant";"C";"X";809.17999267578;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812301";"Christ Sauveur";"C";"X";596.539989471434;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812303";"Sources";"C";"X";7771.20721435547;7
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812401";"Pavoine";"C";"X";890.160003662109;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812501";"Funay";"C";"X";5468.80004882812;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812502";"Bruyères";"C";"X";3010.11010742187;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2022";"721812902";"Z.A. Zone industrielle sud 2";"C";"X";3598.23004150391;2
"7204C";"Bellevue";"2022";"720950101";"Bellevue";"C";"R";4004;11
"7204C";"Bellevue";"2022";"720950102";"Centre-Closerie";"C";"R";1013;4
"7204C";"Bellevue";"2022";"720950103";"Bas Coulaines";"C";"R";1461;4
"7204C";"Bellevue";"2022";"721810802";"Bellevue";"C";"R";1998;6
"7307C";"Saint Etienne de Cuines";"2022";"732310000";"Saint-Étienne-de-Cuines (commune non irisée)";"C";"R";554;4
"7307C";"Saint Etienne de Cuines";"2022";"732310000";"Saint-Étienne-de-Cuines (commune non irisée)";"C";"T";830;10
