"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"6906C";"Réseau de Vaulx en Velin";"2020";"692560601";"Écoin-Thibaude";"C";"R";3139;5
"6906C";"Réseau de Vaulx en Velin";"2020";"692560601";"Écoin-Thibaude";"C";"T";1046;2
"6906C";"Réseau de Vaulx en Velin";"2020";"692560602";"Vernay";"C";"R";2244;3
"6906C";"Réseau de Vaulx en Velin";"2020";"692560602";"Vernay";"C";"T";748;1
"6906C";"Réseau de Vaulx en Velin";"2020";"692560603";"Verchères";"C";"R";17923;27
"6906C";"Réseau de Vaulx en Velin";"2020";"692560603";"Verchères";"C";"T";5974;9
"6906C";"Réseau de Vaulx en Velin";"2020";"692660801";"Saint-Jean";"C";"R";1342;2
"6906C";"Réseau de Vaulx en Velin";"2020";"692660801";"Saint-Jean";"C";"T";447;1
"6910C";"PNE";"2020";"692860101";"Vancia";"C";"R";927;4
"6910C";"PNE";"2020";"692860101";"Vancia";"C";"T";1854.33;5
"6910C";"PNE";"2020";"692860201";"Alagniers Sud";"C";"R";8158.2;10
"6910C";"PNE";"2020";"692860201";"Alagniers Sud";"C";"T";707;2
"6910C";"PNE";"2020";"692860202";"Mont Blanc";"C";"R";10467.3;7
"6910C";"PNE";"2020";"692860301";"Velette";"C";"R";9177.3;6
"6910C";"PNE";"2020";"692860302";"Leclerc";"C";"R";12678.9001;17
"6910C";"PNE";"2020";"692860302";"Leclerc";"C";"T";2535;2
"6910C";"PNE";"2020";"692860303";"Semailles Sud";"C";"R";6444.1125;10
"6910C";"PNE";"2020";"692860303";"Semailles Sud";"C";"T";1059;2
"6910C";"PNE";"2020";"692860304";"Semailles Nord";"C";"R";8903.4879;11
"6910C";"PNE";"2020";"692860304";"Semailles Nord";"C";"T";405;2
"6910C";"PNE";"2020";"692860401";"Ravel";"C";"R";10889.9004;13
"6910C";"PNE";"2020";"692860401";"Ravel";"C";"T";391.6;1
"6910C";"PNE";"2020";"692860402";"Alagniers Nord";"C";"R";12067.428;13
"6910C";"PNE";"2020";"692860402";"Alagniers Nord";"C";"T";428;2
"6910C";"PNE";"2020";"692860501";"Perica-La Roue";"C";"R";501;2
"6910C";"PNE";"2020";"692860501";"Perica-La Roue";"C";"T";897;1
"6910C";"PNE";"2020";"692860502";"Village";"C";"R";1155;5
"6910C";"PNE";"2020";"692860502";"Village";"C";"T";1299;5
"6910C";"PNE";"2020";"692920000";"Sathonay-Camp (commune non irisée)";"C";"R";6119;30
"6910C";"PNE";"2020";"692920000";"Sathonay-Camp (commune non irisée)";"C";"T";1308;7
"6912C";"GIVORS";"2020";"690910101";"Vernes Haut";"C";"R";5056;8
"6912C";"GIVORS";"2020";"690910101";"Vernes Haut";"C";"T";301;2
"6912C";"GIVORS";"2020";"690910102";"Bas Vernes";"C";"R";6630;8
"6912C";"GIVORS";"2020";"690910102";"Bas Vernes";"C";"T";3189;4
"6912C";"GIVORS";"2020";"690910103";"Les Coteaux";"C";"T";897;2
"6912C";"GIVORS";"2020";"690910201";"Les Plaines";"C";"R";704;3
"6912C";"GIVORS";"2020";"690910201";"Les Plaines";"C";"T";307;6
"6912C";"GIVORS";"2020";"690910202";"Canal";"C";"R";324;1
"6912C";"GIVORS";"2020";"690910202";"Canal";"C";"T";"secret";"secret"
"6928C";"Hôpital Nord-Ouest : CH de Villefrance/S.";"2020";"690920101";"La Chartonnière";"C";"T";10070;2
"7104C";"Réseau d'Autun";"2020";"710140101";"Collectif Saint-Pantaléon";"C";"A";235;1
"7104C";"Réseau d'Autun";"2020";"710140101";"Collectif Saint-Pantaléon";"C";"R";1527;2
"7104C";"Réseau d'Autun";"2020";"710140101";"Collectif Saint-Pantaléon";"C";"T";587;1
"7104C";"Réseau d'Autun";"2020";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"A";881;1
"7104C";"Réseau d'Autun";"2020";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"R";5728;9
"7104C";"Réseau d'Autun";"2020";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"T";2203;4
"7104C";"Réseau d'Autun";"2020";"710140103";"Saint-Jean-Saint-André";"C";"A";353;1
"7104C";"Réseau d'Autun";"2020";"710140103";"Saint-Jean-Saint-André";"C";"R";2292;4
"7104C";"Réseau d'Autun";"2020";"710140103";"Saint-Jean-Saint-André";"C";"T";881;1
"7104C";"Réseau d'Autun";"2020";"710140104";"Gare et Centre Ville Nord";"C";"A";587;1
"7104C";"Réseau d'Autun";"2020";"710140104";"Gare et Centre Ville Nord";"C";"R";3819;6
"7104C";"Réseau d'Autun";"2020";"710140104";"Gare et Centre Ville Nord";"C";"T";1469;2
"7104C";"Réseau d'Autun";"2020";"710140105";"Parc Nord et Saintandoche";"C";"A";"secret";"secret"
"7104C";"Réseau d'Autun";"2020";"710140105";"Parc Nord et Saintandoche";"C";"R";382;1
"7104C";"Réseau d'Autun";"2020";"710140105";"Parc Nord et Saintandoche";"C";"T";"secret";"secret"
"7104C";"Réseau d'Autun";"2020";"710140106";"Parc Sud-Moulin du Vallon";"C";"A";"secret";"secret"
"7104C";"Réseau d'Autun";"2020";"710140106";"Parc Sud-Moulin du Vallon";"C";"R";382;1
"7104C";"Réseau d'Autun";"2020";"710140106";"Parc Sud-Moulin du Vallon";"C";"T";"secret";"secret"
"7104C";"Réseau d'Autun";"2020";"710140107";"Saint-Branchez-Croix Verte";"C";"A";235;1
"7104C";"Réseau d'Autun";"2020";"710140107";"Saint-Branchez-Croix Verte";"C";"R";1527;2
"7104C";"Réseau d'Autun";"2020";"710140107";"Saint-Branchez-Croix Verte";"C";"T";587;1
"7104C";"Réseau d'Autun";"2020";"710140108";"Centre Ville";"C";"A";411;1
"7104C";"Réseau d'Autun";"2020";"710140108";"Centre Ville";"C";"R";2674;4
"7104C";"Réseau d'Autun";"2020";"710140108";"Centre Ville";"C";"T";1028;2
"7104C";"Réseau d'Autun";"2020";"710140110";"Zone d'Activités d'Autun Nord";"C";"A";411;1
"7104C";"Réseau d'Autun";"2020";"710140110";"Zone d'Activités d'Autun Nord";"C";"R";2674;4
"7104C";"Réseau d'Autun";"2020";"710140110";"Zone d'Activités d'Autun Nord";"C";"T";1028;2
"7107C";"RÉSEAU DE MÂCON";"2020";"711050102";"La Coupée";"C";"X";2634.53;8
"7107C";"RÉSEAU DE MÂCON";"2020";"712700102";"Flacé-Liberté";"C";"X";8808.7656;22
"7107C";"RÉSEAU DE MÂCON";"2020";"712700103";"Perrières";"C";"X";3816.9235;16
"7107C";"RÉSEAU DE MÂCON";"2020";"712700104";"Saugeraies";"C";"X";3175.6;16
"7107C";"RÉSEAU DE MÂCON";"2020";"712700105";"Centre Nord";"C";"X";7984.5607;28
"7107C";"RÉSEAU DE MÂCON";"2020";"712700106";"Héritan-Neuf Clés";"C";"X";10260.574;42
"7107C";"RÉSEAU DE MÂCON";"2020";"712700107";"Centre Ville";"C";"X";2463.04;13
"7107C";"RÉSEAU DE MÂCON";"2020";"712700108";"Bioux";"C";"X";3873.36;13
"7107C";"RÉSEAU DE MÂCON";"2020";"712700109";"Pillet-Champlevert";"C";"X";1050.22;6
"7107C";"RÉSEAU DE MÂCON";"2020";"712700110";"La Chanaye-Fontenailles";"C";"X";3813.86;17
"7107C";"RÉSEAU DE MÂCON";"2020";"712700111";"Blanchettes";"C";"X";6348.7583;23
"7107C";"RÉSEAU DE MÂCON";"2020";"712700112";"Herriot";"C";"X";5814.872;16
"7107C";"RÉSEAU DE MÂCON";"2020";"712700115";"Gautriats";"C";"X";6163.72;30
"7107C";"RÉSEAU DE MÂCON";"2020";"712700116";"Girouette-Murgerets";"C";"X";2920.31;12
"7107C";"RÉSEAU DE MÂCON";"2020";"712700117";"Marbé";"C";"X";6069.243;15
"7107C";"RÉSEAU DE MÂCON";"2020";"712709802";"Centre Hospitalier";"C";"X";9715.6;1
"7107C";"RÉSEAU DE MÂCON";"2020";"712709803";"Parc Nord";"C";"X";9638.1954;22
"7107C";"RÉSEAU DE MÂCON";"2020";"714970000";"Sancé (commune non irisée)";"C";"X";1759.01;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030101";"Les Ruisseaux";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030101";"Les Ruisseaux";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030101";"Les Ruisseaux";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030102";"Le Chaoué";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030102";"Le Chaoué";"C";"R";6343;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030102";"Le Chaoué";"C";"T";713;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030103";"La Tour aux Fées";"C";"I";253;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030103";"La Tour aux Fées";"C";"R";22536;27
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030103";"La Tour aux Fées";"C";"T";2532;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030104";"Les Perrières";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030104";"Les Perrières";"C";"R";9860;12
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030104";"Les Perrières";"C";"T";1108;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030105";"Campagne-Hautes Métairies";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030105";"Campagne-Hautes Métairies";"C";"R";1413;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"720030105";"Campagne-Hautes Métairies";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810302";"Monthéard";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810302";"Monthéard";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810302";"Monthéard";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810502";"Haut de Gazonfier";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810502";"Haut de Gazonfier";"C";"R";6343;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810502";"Haut de Gazonfier";"C";"T";713;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810503";"Bas de Gazonfier";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810503";"Bas de Gazonfier";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721810503";"Bas de Gazonfier";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811101";"Saint-Georges";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811101";"Saint-Georges";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811101";"Saint-Georges";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811701";"Sablonnière";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811701";"Sablonnière";"C";"R";10561;13
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811701";"Sablonnière";"C";"T";1187;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811702";"Sablons centre";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811702";"Sablons centre";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811702";"Sablons centre";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811703";"Newton";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811703";"Newton";"C";"R";7045;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811703";"Newton";"C";"T";792;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811801";"Petit Louvre";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811801";"Petit Louvre";"C";"R";7045;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811801";"Petit Louvre";"C";"T";792;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811803";"Gué Bernisson";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811803";"Gué Bernisson";"C";"R";9159;11
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811803";"Gué Bernisson";"C";"T";1029;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811902";"Jaurès Bertinière";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811902";"Jaurès Bertinière";"C";"R";3517;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721811902";"Jaurès Bertinière";"C";"T";395;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812001";"Pontlieue";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812001";"Pontlieue";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812001";"Pontlieue";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812101";"Ronceray";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812101";"Ronceray";"C";"R";1413;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812101";"Ronceray";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812102";"Glonnières";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812102";"Glonnières";"C";"R";1413;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812102";"Glonnières";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812201";"Cité des Pins";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812201";"Cité des Pins";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812201";"Cité des Pins";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812202";"Vert Galant";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812202";"Vert Galant";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812202";"Vert Galant";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812301";"Christ Sauveur";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812301";"Christ Sauveur";"C";"R";2816;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812301";"Christ Sauveur";"C";"T";316;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812303";"Sources";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812303";"Sources";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812303";"Sources";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812401";"Pavoine";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812401";"Pavoine";"C";"R";1413;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812401";"Pavoine";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812402";"Maroc";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812402";"Maroc";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812402";"Maroc";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812501";"Funay";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812501";"Funay";"C";"R";701;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812501";"Funay";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812502";"Bruyères";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812502";"Bruyères";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812502";"Bruyères";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812601";"Z.A. Zone commerciale sud";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812601";"Z.A. Zone commerciale sud";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812601";"Z.A. Zone commerciale sud";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812902";"Z.A. Zone industrielle sud 2";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812902";"Z.A. Zone industrielle sud 2";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"721812902";"Z.A. Zone industrielle sud 2";"C";"T";238;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"723860000";"Yvré-l'Évêque (commune non irisée)";"C";"I";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"723860000";"Yvré-l'Évêque (commune non irisée)";"C";"R";2114;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2020";"723860000";"Yvré-l'Évêque (commune non irisée)";"C";"T";238;1
"7315C";"Aix Energies nouvelles";"2020";"730080202";"Rondeau-Bord du Lac";"C";"X";4432;1
"7315C";"Aix Energies nouvelles";"2020";"730080203";"Italie-Jacotot";"C";"X";2061;16
"7315C";"Aix Energies nouvelles";"2020";"730080301";"Lafin";"C";"X";5642;18
"7315C";"Aix Energies nouvelles";"2020";"730080302";"Saint-Simond";"C";"X";3591;7
"7318C";"Réseau d'Ugine";"2020";"733030101";"Vieux Ugine";"C";"R";1798;5
"7318C";"Réseau d'Ugine";"2020";"733030101";"Vieux Ugine";"C";"T";450;1
"7318C";"Réseau d'Ugine";"2020";"733030102";"Ugine Récent et Usine";"C";"R";6935;21
"7318C";"Réseau d'Ugine";"2020";"733030102";"Ugine Récent et Usine";"C";"T";1734;5
"7318C";"Réseau d'Ugine";"2020";"733030103";"Hameaux et Héry-Ugine";"C";"R";2055;6
"7318C";"Réseau d'Ugine";"2020";"733030103";"Hameaux et Héry-Ugine";"C";"T";514;2
"7319C";"Réseau d'Albertville";"2020";"730110101";"Conflans";"C";"R";2821;8
"7319C";"Réseau d'Albertville";"2020";"730110101";"Conflans";"C";"T";705;2
"7319C";"Réseau d'Albertville";"2020";"730110102";"Centre Ville";"C";"R";846;2
"7319C";"Réseau d'Albertville";"2020";"730110102";"Centre Ville";"C";"T";212;1
"7319C";"Réseau d'Albertville";"2020";"730110103";"Saint-Sigismond";"C";"R";3951;11
"7319C";"Réseau d'Albertville";"2020";"730110103";"Saint-Sigismond";"C";"T";988;3
"7319C";"Réseau d'Albertville";"2020";"730110104";"Jean Jaurès-Jean Moulin-Ripaille";"C";"R";2821;8
"7319C";"Réseau d'Albertville";"2020";"730110104";"Jean Jaurès-Jean Moulin-Ripaille";"C";"T";705;2
"7319C";"Réseau d'Albertville";"2020";"730110105";"Val des Roses";"C";"R";3386;9
"7319C";"Réseau d'Albertville";"2020";"730110105";"Val des Roses";"C";"T";847;2
"7319C";"Réseau d'Albertville";"2020";"730110106";"Plaine d'Albertville";"C";"R";2540;7
"7319C";"Réseau d'Albertville";"2020";"730110106";"Plaine d'Albertville";"C";"T";635;2
"7402C";"Quartier de Champ Fleury";"2020";"740101401";"Le Cep";"C";"R";6371;10
"7402C";"Quartier de Champ Fleury";"2020";"740101401";"Le Cep";"C";"T";3431;5
"7402C";"Quartier de Champ Fleury";"2020";"740101402";"Champ Fleuri";"C";"R";3397;5
"7402C";"Quartier de Champ Fleury";"2020";"740101402";"Champ Fleuri";"C";"T";1829;3
"7402C";"Quartier de Champ Fleury";"2020";"740101403";"Bois Gentil-Longiret";"C";"R";11469;18
"7402C";"Quartier de Champ Fleury";"2020";"740101403";"Bois Gentil-Longiret";"C";"T";6176;10
"7402C";"Quartier de Champ Fleury";"2020";"740101502";"Bressis-Neigeos";"C";"R";849;1
"7402C";"Quartier de Champ Fleury";"2020";"740101502";"Bressis-Neigeos";"C";"T";457;1
"7402C";"Quartier de Champ Fleury";"2020";"740101503";"Vieugy-Balmont";"C";"R";849;1
"7402C";"Quartier de Champ Fleury";"2020";"740101503";"Vieugy-Balmont";"C";"T";457;1
"7402C";"Quartier de Champ Fleury";"2020";"740101504";"Croix Rouge-Césière";"C";"R";5947;9
"7402C";"Quartier de Champ Fleury";"2020";"740101504";"Croix Rouge-Césière";"C";"T";3202;5
"7403C";"BOIS ÉNERGIES ANNEMASSE";"2020";"740120202";"Centre-Gare";"C";"R";14100;46
"7403C";"BOIS ÉNERGIES ANNEMASSE";"2020";"740120202";"Centre-Gare";"C";"T";1879;9
"7408C";"Quartier Les Ewues";"2020";"740810102";"La Serdagne Est";"C";"R";4185;12
"7408C";"Quartier Les Ewues";"2020";"740810102";"La Serdagne Est";"C";"T";465;1
"7408C";"Quartier Les Ewues";"2020";"740810201";"Les Ewues";"C";"R";4484;13
"7408C";"Quartier Les Ewues";"2020";"740810201";"Les Ewues";"C";"T";498;1
"7408C";"Quartier Les Ewues";"2020";"740810301";"Les Villages";"C";"R";6578;19
"7408C";"Quartier Les Ewues";"2020";"740810301";"Les Villages";"C";"T";731;2
"7410C";"Quartier La Cudray";"2020";"741230101";"Périphérie";"C";"I";2143;4
"7410C";"Quartier La Cudray";"2020";"741230101";"Périphérie";"C";"R";7901;13
"7410C";"Quartier La Cudray";"2020";"741230101";"Périphérie";"C";"T";3348;5
"7410C";"Quartier La Cudray";"2020";"741230102";"Centre";"C";"I";306;1
"7410C";"Quartier La Cudray";"2020";"741230102";"Centre";"C";"R";1129;2
"7410C";"Quartier La Cudray";"2020";"741230102";"Centre";"C";"T";478;1
"7421C";"Annecy Bio-Chaleur";"2020";"740100402";"Salomons";"C";"X";1374.74;2
"7421C";"Annecy Bio-Chaleur";"2020";"740100601";"Novel-Annapurna";"C";"X";12664.74705;19
"7421C";"Annecy Bio-Chaleur";"2020";"740100602";"Novel-Louis Armand";"C";"X";7958.9234;16
"7421C";"Annecy Bio-Chaleur";"2020";"740100603";"Les Fins";"C";"X";5619.98885;7
"7421C";"Annecy Bio-Chaleur";"2020";"740100604";"Novel-Teppes";"C";"X";15818.02445;20
"7421C";"Annecy Bio-Chaleur";"2020";"740100802";"Varde";"C";"X";254.97;1
"7422C";"DSP THORENS GLIERES";"2020";"742820000";"Fillière (commune non irisée)";"C";"X";3023;24
"7501C";"Paris et communes limitrophes";"2020";"751010101";"Saint-Germain l'Auxerrois 1";"C";"R";1127.42;4
"7501C";"Paris et communes limitrophes";"2020";"751010101";"Saint-Germain l'Auxerrois 1";"C";"T";1212.73;11
"7501C";"Paris et communes limitrophes";"2020";"751010101";"Saint-Germain l'Auxerrois 1";"C";"X";903.59;6
"7501C";"Paris et communes limitrophes";"2020";"751010102";"Saint-Germain l'Auxerrois 2";"C";"R";862.29;7
"7501C";"Paris et communes limitrophes";"2020";"751010102";"Saint-Germain l'Auxerrois 2";"C";"T";746.49;2
"7501C";"Paris et communes limitrophes";"2020";"751010102";"Saint-Germain l'Auxerrois 2";"C";"X";5193.35;3
"7501C";"Paris et communes limitrophes";"2020";"751010103";"Saint-Germain l'Auxerrois 3";"C";"R";560.39;1
"7501C";"Paris et communes limitrophes";"2020";"751010103";"Saint-Germain l'Auxerrois 3";"C";"T";398.68;4
"7501C";"Paris et communes limitrophes";"2020";"751010103";"Saint-Germain l'Auxerrois 3";"C";"X";1890.95;9
"7501C";"Paris et communes limitrophes";"2020";"751010104";"Saint-Germain l'Auxerrois 4";"C";"X";26503.43;2
"7501C";"Paris et communes limitrophes";"2020";"751010105";"Tuileries";"C";"X";524.84;2
"7501C";"Paris et communes limitrophes";"2020";"751010202";"Les Halles 2";"C";"R";778;2
"7501C";"Paris et communes limitrophes";"2020";"751010202";"Les Halles 2";"C";"T";2018.09;10
"7501C";"Paris et communes limitrophes";"2020";"751010202";"Les Halles 2";"C";"X";520;2
"7501C";"Paris et communes limitrophes";"2020";"751010203";"Les Halles 3";"C";"R";2622.17;5
"7501C";"Paris et communes limitrophes";"2020";"751010203";"Les Halles 3";"C";"T";931.15;6
"7501C";"Paris et communes limitrophes";"2020";"751010203";"Les Halles 3";"C";"X";1593;5
"7501C";"Paris et communes limitrophes";"2020";"751010204";"Les Halles 4";"C";"R";508;1
"7501C";"Paris et communes limitrophes";"2020";"751010206";"Les Halles 6";"C";"T";1297;2
"7501C";"Paris et communes limitrophes";"2020";"751010206";"Les Halles 6";"C";"X";833.2;4
"7501C";"Paris et communes limitrophes";"2020";"751010301";"Palais Royal 1";"C";"R";359.66;4
"7501C";"Paris et communes limitrophes";"2020";"751010301";"Palais Royal 1";"C";"T";1671.14;12
"7501C";"Paris et communes limitrophes";"2020";"751010301";"Palais Royal 1";"C";"X";6678.33;10
"7501C";"Paris et communes limitrophes";"2020";"751010302";"Palais Royal 2";"C";"T";8969.69;1
"7501C";"Paris et communes limitrophes";"2020";"751010303";"Palais Royal 3";"C";"R";570.85;4
"7501C";"Paris et communes limitrophes";"2020";"751010303";"Palais Royal 3";"C";"T";2720.15;4
"7501C";"Paris et communes limitrophes";"2020";"751010303";"Palais Royal 3";"C";"X";635.67;3
"7501C";"Paris et communes limitrophes";"2020";"751010401";"Place Vendôme 1";"C";"R";1702.34;6
"7501C";"Paris et communes limitrophes";"2020";"751010401";"Place Vendôme 1";"C";"T";7558.76;18
"7501C";"Paris et communes limitrophes";"2020";"751010401";"Place Vendôme 1";"C";"X";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2020";"751010402";"Place Vendôme 2";"C";"R";1274.97;3
"7501C";"Paris et communes limitrophes";"2020";"751010402";"Place Vendôme 2";"C";"T";15427.08;37
"7501C";"Paris et communes limitrophes";"2020";"751010402";"Place Vendôme 2";"C";"X";1261.58;6
"7501C";"Paris et communes limitrophes";"2020";"751020501";"Gaillon 1";"C";"R";220.95;3
"7501C";"Paris et communes limitrophes";"2020";"751020501";"Gaillon 1";"C";"T";6220.35;13
"7501C";"Paris et communes limitrophes";"2020";"751020501";"Gaillon 1";"C";"X";"secret";"secret"
"7501C";"Paris et communes limitrophes";"2020";"751020502";"Gaillon 2";"C";"R";1610.77;8
"7501C";"Paris et communes limitrophes";"2020";"751020502";"Gaillon 2";"C";"T";7024.41;20
"7501C";"Paris et communes limitrophes";"2020";"751020503";"Gaillon 3";"C";"R";"secret";"secret"
