"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"5907C";"Réseau de  Wattrelos";"2020";"596500604";"Beaulieu 2";"C";"R";1863;3
"5907C";"Réseau de  Wattrelos";"2020";"596500604";"Beaulieu 2";"C";"T";1219;2
"5907C";"Réseau de  Wattrelos";"2020";"596500605";"Beaulieu 3";"C";"R";5961;9
"5907C";"Réseau de  Wattrelos";"2020";"596500605";"Beaulieu 3";"C";"T";3900;6
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"591700102";"La Longue Borne-Fond de Gaillot";"C";"R";1315;2
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"591700102";"La Longue Borne-Fond de Gaillot";"C";"T";4332;5
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"592280000";"Férin (commune non irisée)";"C";"R";438;1
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"592280000";"Férin (commune non irisée)";"C";"T";1444;2
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"593290102";"Sud";"C";"R";877;1
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"593290102";"Sud";"C";"T";2888;3
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"595690106";"Quartier Les Épis";"C";"R";4166;5
"5908C";"Réseau de chaleur de Sin Le Noble";"2020";"595690106";"Quartier Les Épis";"C";"T";13722;16
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100101";"Le Barœul";"C";"R";676;1
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100101";"Le Barœul";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100102";"Ancien Mons";"C";"R";2699;4
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100102";"Ancien Mons";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100201";"Lamartine";"C";"R";8768;12
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100201";"Lamartine";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100202";"Napoléon";"C";"R";6745;10
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100202";"Napoléon";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100203";"Les Provinces";"C";"R";3375;5
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100203";"Les Provinces";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100302";"Hôtel de Ville";"C";"R";676;1
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100302";"Hôtel de Ville";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100303";"Louis XIV";"C";"R";6074;9
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100303";"Louis XIV";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100304";"Vauban";"C";"R";8097;12
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100304";"Vauban";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100401";"Guinguette";"C";"R";4722;7
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100401";"Guinguette";"C";"T";"secret";"secret"
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100402";"Les Sarts";"C";"R";676;1
"5909C";"Réseau de Mons-en-Baroeul";"2020";"594100402";"Les Sarts";"C";"T";"secret";"secret"
"5910C";"Réseau de Lille";"2020";"590090203";"Croisure";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"590090203";"Croisure";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500101";"Lille Centre 1";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500101";"Lille Centre 1";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500104";"Lille Centre 4";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593500104";"Lille Centre 4";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593500105";"Lille Centre 5";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593500105";"Lille Centre 5";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593500106";"Lille Centre 6";"C";"R";5317;8
"5910C";"Réseau de Lille";"2020";"593500106";"Lille Centre 6";"C";"T";8192;12
"5910C";"Réseau de Lille";"2020";"593500108";"Lille Centre 8";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500108";"Lille Centre 8";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500109";"Lille Centre 9";"C";"R";1593;2
"5910C";"Réseau de Lille";"2020";"593500109";"Lille Centre 9";"C";"T";2454;4
"5910C";"Réseau de Lille";"2020";"593500110";"Lille Centre 10";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500110";"Lille Centre 10";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500111";"Lille Centre 11";"C";"R";5317;8
"5910C";"Réseau de Lille";"2020";"593500111";"Lille Centre 11";"C";"T";8192;12
"5910C";"Réseau de Lille";"2020";"593500113";"Lille Centre 13";"C";"R";2124;3
"5910C";"Réseau de Lille";"2020";"593500113";"Lille Centre 13";"C";"T";3272;5
"5910C";"Réseau de Lille";"2020";"593500114";"Lille Centre 14";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593500114";"Lille Centre 14";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593500115";"Lille Centre 15";"C";"R";3193;5
"5910C";"Réseau de Lille";"2020";"593500115";"Lille Centre 15";"C";"T";4920;7
"5910C";"Réseau de Lille";"2020";"593500116";"Lille Centre 16";"C";"R";2924;4
"5910C";"Réseau de Lille";"2020";"593500116";"Lille Centre 16";"C";"T";4505;7
"5910C";"Réseau de Lille";"2020";"593500117";"Lille Centre 17";"C";"R";5317;8
"5910C";"Réseau de Lille";"2020";"593500117";"Lille Centre 17";"C";"T";8192;12
"5910C";"Réseau de Lille";"2020";"593500118";"Lille Centre 18";"C";"R";3455;5
"5910C";"Réseau de Lille";"2020";"593500118";"Lille Centre 18";"C";"T";5323;8
"5910C";"Réseau de Lille";"2020";"593500202";"Vieux Lille 2";"C";"R";3724;5
"5910C";"Réseau de Lille";"2020";"593500202";"Vieux Lille 2";"C";"T";5738;8
"5910C";"Réseau de Lille";"2020";"593500203";"Vieux Lille 3";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593500203";"Vieux Lille 3";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593500205";"Vieux Lille 5";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593500205";"Vieux Lille 5";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593500207";"Vieux Lille 7";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500207";"Vieux Lille 7";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500302";"Vauban-Esquermes";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593500302";"Vauban-Esquermes";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593500303";"Catinat";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593500303";"Catinat";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593500305";"Colson";"C";"R";1593;2
"5910C";"Réseau de Lille";"2020";"593500305";"Colson";"C";"T";2454;4
"5910C";"Réseau de Lille";"2020";"593500306";"Arbonnoise";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500306";"Arbonnoise";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500307";"Lille-Acier";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593500307";"Lille-Acier";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593500308";"Grande Brasserie";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500308";"Grande Brasserie";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500309";"Lestiboudois";"C";"R";1593;2
"5910C";"Réseau de Lille";"2020";"593500309";"Lestiboudois";"C";"T";2454;4
"5910C";"Réseau de Lille";"2020";"593500310";"Citadelle";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593500310";"Citadelle";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593500401";"Montebello";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500401";"Montebello";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500402";"Sarrazins";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500402";"Sarrazins";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500403";"Magenta-Fombello";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593500403";"Magenta-Fombello";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593500404";"Flandre";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500404";"Flandre";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500405";"Brigode";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500405";"Brigode";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500406";"Franklin";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593500406";"Franklin";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593500407";"Stations";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500407";"Stations";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500408";"Justice";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500408";"Justice";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500501";"Strasbourg";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593500501";"Strasbourg";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593500502";"Seclin";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593500502";"Seclin";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593500503";"Arsenal";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593500503";"Arsenal";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593500504";"Fac de Droit";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500504";"Fac de Droit";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500506";"Arras";"C";"R";1593;2
"5910C";"Réseau de Lille";"2020";"593500506";"Arras";"C";"T";2454;4
"5910C";"Réseau de Lille";"2020";"593500507";"Belfort";"C";"R";3724;5
"5910C";"Réseau de Lille";"2020";"593500507";"Belfort";"C";"T";5738;8
"5910C";"Réseau de Lille";"2020";"593500508";"Trévise";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500508";"Trévise";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500601";"Baltique-Vieux Faubourg";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500601";"Baltique-Vieux Faubourg";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500602";"Concorde 1";"C";"R";2124;3
"5910C";"Réseau de Lille";"2020";"593500602";"Concorde 1";"C";"T";3272;5
"5910C";"Réseau de Lille";"2020";"593500603";"Verhaeren";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500603";"Verhaeren";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500711";"Balzac-Lazarre Garreau";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500711";"Balzac-Lazarre Garreau";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593500904";"Cudl";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593500904";"Cudl";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593500905";"Saint-Maurice-Cimetière de l'Est";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593500905";"Saint-Maurice-Cimetière de l'Est";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593500908";"Saint-Maurice-Saint-Gabriel";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593500908";"Saint-Maurice-Saint-Gabriel";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593501001";"Centre";"C";"R";2124;3
"5910C";"Réseau de Lille";"2020";"593501001";"Centre";"C";"T";3272;5
"5910C";"Réseau de Lille";"2020";"593501002";"Entrée Lille Fives";"C";"R";1331;2
"5910C";"Réseau de Lille";"2020";"593501002";"Entrée Lille Fives";"C";"T";2051;3
"5910C";"Réseau de Lille";"2020";"593501003";"Caulier";"C";"R";3193;5
"5910C";"Réseau de Lille";"2020";"593501003";"Caulier";"C";"T";4920;7
"5910C";"Réseau de Lille";"2020";"593501005";"Lannoy";"C";"R";800;1
"5910C";"Réseau de Lille";"2020";"593501005";"Lannoy";"C";"T";1233;2
"5910C";"Réseau de Lille";"2020";"593501006";"Convention";"C";"R";1593;2
"5910C";"Réseau de Lille";"2020";"593501006";"Convention";"C";"T";2454;4
"5910C";"Réseau de Lille";"2020";"593501007";"Mont de Terre";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593501007";"Mont de Terre";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593501008";"Petit Maroc";"C";"R";1062;2
"5910C";"Réseau de Lille";"2020";"593501008";"Petit Maroc";"C";"T";1636;2
"5910C";"Réseau de Lille";"2020";"593502404";"Épine Mont de Terre 4";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"593502404";"Épine Mont de Terre 4";"C";"T";818;1
"5910C";"Réseau de Lille";"2020";"593502501";"Centre 1";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593502501";"Centre 1";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"593502603";"Les Sarts 3";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"593502603";"Les Sarts 3";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"594100304";"Vauban";"C";"R";269;1
"5910C";"Réseau de Lille";"2020";"594100304";"Vauban";"C";"T";415;1
"5910C";"Réseau de Lille";"2020";"594100403";"Becquerel";"C";"R";531;1
"5910C";"Réseau de Lille";"2020";"594100403";"Becquerel";"C";"T";818;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550101";"Vieux Coudekerque";"C";"R";895;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550101";"Vieux Coudekerque";"C";"T";995;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550201";"Centre Nord 1";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550201";"Centre Nord 1";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550401";"Saint-Pierre 1";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591550401";"Saint-Pierre 1";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830101";"Zone Portuaire";"C";"R";1345;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830101";"Zone Portuaire";"C";"T";1496;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830201";"Citadelle-Victoire";"C";"R";20625;46
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830201";"Citadelle-Victoire";"C";"T";22934;51
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830202";"Centre";"C";"R";6055;13
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830202";"Centre";"C";"T";6733;15
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830203";"Sud-Gare";"C";"R";4260;9
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830203";"Sud-Gare";"C";"T";4737;11
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830301";"Malo Turenne Nord";"C";"R";450;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830301";"Malo Turenne Nord";"C";"T";501;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830401";"Glacis";"C";"R";895;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830401";"Glacis";"C";"T";995;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830402";"Stade Tribut";"C";"R";6055;13
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830402";"Stade Tribut";"C";"T";6733;15
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830501";"Malo Turenne Sud";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591830501";"Malo Turenne Sud";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831001";"Jeu de Mail-Carré-Île Jeanty";"C";"R";2690;6
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831001";"Jeu de Mail-Carré-Île Jeanty";"C";"T";2991;7
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831002";"Basse Ville";"C";"R";895;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831002";"Basse Ville";"C";"T";995;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831101";"Louis XIV";"C";"R";675;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831101";"Louis XIV";"C";"T";751;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831102";"Banc Vert";"C";"R";1345;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831102";"Banc Vert";"C";"T";1496;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831202";"Pont Loby";"C";"R";450;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831202";"Pont Loby";"C";"T";501;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831302";"Meunerie Nord";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831302";"Meunerie Nord";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831303";"Meunerie Sud";"C";"R";1345;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831303";"Meunerie Sud";"C";"T";1496;3
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831503";"Cheminots";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831503";"Cheminots";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831601";"Jardins";"C";"R";895;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831601";"Jardins";"C";"T";995;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831602";"Bazennes";"C";"R";225;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831602";"Bazennes";"C";"T";250;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831701";"Quai Wilson";"C";"R";450;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831701";"Quai Wilson";"C";"T";501;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831801";"Saint-Gobain";"C";"R";450;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831801";"Saint-Gobain";"C";"T";501;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831802";"Jean Bart Guynemer";"C";"R";2020;4
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831802";"Jean Bart Guynemer";"C";"T";2246;5
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831803";"Saint-Benoît";"C";"R";450;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831803";"Saint-Benoît";"C";"T";501;1
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831901";"Romain Rolland";"C";"R";895;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831901";"Romain Rolland";"C";"T";995;2
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831902";"Carnot";"C";"R";1795;4
"5914C";"Energie Grand Littoral - Dunkerque";"2020";"591831902";"Carnot";"C";"T";1996;4
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950101";"Hazebrouck 1";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950101";"Hazebrouck 1";"C";"T";1535;5
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950102";"Hazebrouck 2";"C";"R";480;2
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950102";"Hazebrouck 2";"C";"T";6145;19
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950103";"Hazebrouck 3";"C";"R";264;1
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950103";"Hazebrouck 3";"C";"T";3378;11
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950104";"Hazebrouck 4";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950104";"Hazebrouck 4";"C";"T";2457;8
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950105";"Hazebrouck 5";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950105";"Hazebrouck 5";"C";"T";614;2
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950106";"Hazebrouck 6";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950106";"Hazebrouck 6";"C";"T";308;1
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950108";"Hazebrouck 8";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950108";"Hazebrouck 8";"C";"T";922;3
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950110";"Hazebrouck 10";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950110";"Hazebrouck 10";"C";"T";614;2
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950112";"Hazebrouck 9 réduit";"C";"R";"secret";"secret"
"5916C";"Réseau de chaleur d'Hazebrouck";"2020";"592950112";"Hazebrouck 9 réduit";"C";"T";308;1
"6002C";"La Cavée et les hironvalles";"2020";"601750101";"Rive Gauche";"C";"R";1998;4
"6002C";"La Cavée et les hironvalles";"2020";"601750101";"Rive Gauche";"C";"T";272;1
"6002C";"La Cavée et les hironvalles";"2020";"601750201";"Les Hautes Haies";"C";"R";1998;4
"6002C";"La Cavée et les hironvalles";"2020";"601750201";"Les Hautes Haies";"C";"T";272;1
"6002C";"La Cavée et les hironvalles";"2020";"601750202";"Le Parc Rouher";"C";"R";6487;13
"6002C";"La Cavée et les hironvalles";"2020";"601750202";"Le Parc Rouher";"C";"T";885;2
"6002C";"La Cavée et les hironvalles";"2020";"601750203";"Les Haies";"C";"R";1998;4
"6002C";"La Cavée et les hironvalles";"2020";"601750203";"Les Haies";"C";"T";272;1
"6002C";"La Cavée et les hironvalles";"2020";"601750204";"Jean Biondi";"C";"R";8984;18
"6002C";"La Cavée et les hironvalles";"2020";"601750204";"Jean Biondi";"C";"T";1225;2
"6002C";"La Cavée et les hironvalles";"2020";"601750301";"Cavée de Paris";"C";"R";4495;9
"6002C";"La Cavée et les hironvalles";"2020";"601750301";"Cavée de Paris";"C";"T";613;1
"6002C";"La Cavée et les hironvalles";"2020";"601750302";"Cavée de Senlis";"C";"R";2996;6
"6002C";"La Cavée et les hironvalles";"2020";"601750302";"Cavée de Senlis";"C";"T";409;1
"6002C";"La Cavée et les hironvalles";"2020";"601750401";"Moulin Ouest";"C";"R";9483;19
"6002C";"La Cavée et les hironvalles";"2020";"601750401";"Moulin Ouest";"C";"T";1293;3
"6002C";"La Cavée et les hironvalles";"2020";"601750402";"Moulin Est";"C";"R";499;1
"6002C";"La Cavée et les hironvalles";"2020";"601750402";"Moulin Est";"C";"T";"secret";"secret"
"6002C";"La Cavée et les hironvalles";"2020";"601750501";"Zone d'Activités Ouest";"C";"R";1498;3
"6002C";"La Cavée et les hironvalles";"2020";"601750501";"Zone d'Activités Ouest";"C";"T";204;1
"6002C";"La Cavée et les hironvalles";"2020";"601750601";"Zone d'Activités Est";"C";"R";499;1
"6002C";"La Cavée et les hironvalles";"2020";"601750601";"Zone d'Activités Est";"C";"T";"secret";"secret"
"6002C";"La Cavée et les hironvalles";"2020";"601750602";"Zone Naturelle Protégée";"C";"R";4994;10
"6002C";"La Cavée et les hironvalles";"2020";"601750602";"Zone Naturelle Protégée";"C";"T";681;1
"6002C";"La Cavée et les hironvalles";"2020";"602820101";"Centre";"C";"R";2497;5
"6002C";"La Cavée et les hironvalles";"2020";"602820101";"Centre";"C";"T";341;1
"6002C";"La Cavée et les hironvalles";"2020";"604140101";"Martinets I";"C";"R";3496;7
"6002C";"La Cavée et les hironvalles";"2020";"604140101";"Martinets I";"C";"T";477;1
"6002C";"La Cavée et les hironvalles";"2020";"604140102";"Martinets II";"C";"R";999;2
"6002C";"La Cavée et les hironvalles";"2020";"604140102";"Martinets II";"C";"T";"secret";"secret"
"6002C";"La Cavée et les hironvalles";"2020";"604140201";"Bas de la Ville";"C";"R";499;1
"6002C";"La Cavée et les hironvalles";"2020";"604140201";"Bas de la Ville";"C";"T";"secret";"secret"
"6002C";"La Cavée et les hironvalles";"2020";"604140501";"Secteur Agricole";"C";"R";3496;7
"6002C";"La Cavée et les hironvalles";"2020";"604140501";"Secteur Agricole";"C";"T";477;1
"6002C";"La Cavée et les hironvalles";"2020";"605890000";"Saint-Maximin (commune non irisée)";"C";"R";499;1
"6002C";"La Cavée et les hironvalles";"2020";"605890000";"Saint-Maximin (commune non irisée)";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750101";"Rive Gauche";"C";"R";534;1
"6004C";"Les Martinets";"2020";"601750101";"Rive Gauche";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750201";"Les Hautes Haies";"C";"R";534;1
"6004C";"Les Martinets";"2020";"601750201";"Les Hautes Haies";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750202";"Le Parc Rouher";"C";"R";1734;3
"6004C";"Les Martinets";"2020";"601750202";"Le Parc Rouher";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750203";"Les Haies";"C";"R";534;1
"6004C";"Les Martinets";"2020";"601750203";"Les Haies";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750204";"Jean Biondi";"C";"R";2401;4
"6004C";"Les Martinets";"2020";"601750204";"Jean Biondi";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750301";"Cavée de Paris";"C";"R";1202;2
"6004C";"Les Martinets";"2020";"601750301";"Cavée de Paris";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750302";"Cavée de Senlis";"C";"R";801;1
"6004C";"Les Martinets";"2020";"601750302";"Cavée de Senlis";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750401";"Moulin Ouest";"C";"R";2535;4
"6004C";"Les Martinets";"2020";"601750401";"Moulin Ouest";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750402";"Moulin Est";"C";"R";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750402";"Moulin Est";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750501";"Zone d'Activités Ouest";"C";"R";401;1
"6004C";"Les Martinets";"2020";"601750501";"Zone d'Activités Ouest";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750601";"Zone d'Activités Est";"C";"R";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750601";"Zone d'Activités Est";"C";"T";"secret";"secret"
"6004C";"Les Martinets";"2020";"601750602";"Zone Naturelle Protégée";"C";"R";1335;2
"6004C";"Les Martinets";"2020";"601750602";"Zone Naturelle Protégée";"C";"T";"secret";"secret"
