"Nom de l'opérateur";"Millésime des données";"Énergie concernée";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"OPERATEUR";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Dijon énergies";"2018";"C";"212310803";"Carrousel";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212310803";"Carrousel";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212310803";"Carrousel";"R";202;1
"Dijon énergies";"2018";"C";"212310803";"Carrousel";"T";429;1
"Dijon énergies";"2018";"C";"212311601";"La Charmette";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311601";"La Charmette";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311601";"La Charmette";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311601";"La Charmette";"R";1211;2
"Dijon énergies";"2018";"C";"212311601";"La Charmette";"T";2574;4
"Dijon énergies";"2018";"C";"212311602";"Fauconnet";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311602";"Fauconnet";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311602";"Fauconnet";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311602";"Fauconnet";"R";606;1
"Dijon énergies";"2018";"C";"212311602";"Fauconnet";"T";1287;2
"Dijon énergies";"2018";"C";"212311603";"Jouvence Ouest";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311603";"Jouvence Ouest";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311603";"Jouvence Ouest";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311603";"Jouvence Ouest";"R";202;1
"Dijon énergies";"2018";"C";"212311603";"Jouvence Ouest";"T";429;1
"Dijon énergies";"2018";"C";"212311701";"Balzac";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311701";"Balzac";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311701";"Balzac";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311701";"Balzac";"R";2019;3
"Dijon énergies";"2018";"C";"212311701";"Balzac";"T";4290;7
"Dijon énergies";"2018";"C";"212311702";"Stalingrad";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311702";"Stalingrad";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311702";"Stalingrad";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311702";"Stalingrad";"R";3029;5
"Dijon énergies";"2018";"C";"212311702";"Stalingrad";"T";6436;10
"Dijon énergies";"2018";"C";"212311703";"Casernes";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311703";"Casernes";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311703";"Casernes";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311703";"Casernes";"R";5451;9
"Dijon énergies";"2018";"C";"212311703";"Casernes";"T";11584;18
"Dijon énergies";"2018";"C";"212311704";"Sacre Coeur";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311704";"Sacre Coeur";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311704";"Sacre Coeur";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311704";"Sacre Coeur";"R";1413;2
"Dijon énergies";"2018";"C";"212311704";"Sacre Coeur";"T";3003;5
"Dijon énergies";"2018";"C";"212311801";"York";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311801";"York";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311801";"York";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311801";"York";"R";2625;4
"Dijon énergies";"2018";"C";"212311801";"York";"T";5578;9
"Dijon énergies";"2018";"C";"212311803";"Grésilles Centre";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311803";"Grésilles Centre";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311803";"Grésilles Centre";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311803";"Grésilles Centre";"R";606;1
"Dijon énergies";"2018";"C";"212311803";"Grésilles Centre";"T";1287;2
"Dijon énergies";"2018";"C";"212311804";"Castelnau";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212311804";"Castelnau";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212311804";"Castelnau";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212311804";"Castelnau";"R";202;1
"Dijon énergies";"2018";"C";"212311804";"Castelnau";"T";429;1
"Dijon énergies";"2018";"C";"212312001";"Charles de Gaulle";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212312001";"Charles de Gaulle";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212312001";"Charles de Gaulle";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212312001";"Charles de Gaulle";"R";404;1
"Dijon énergies";"2018";"C";"212312001";"Charles de Gaulle";"T";858;1
"Dijon énergies";"2018";"C";"212312003";"Clos de Pouilly";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212312003";"Clos de Pouilly";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212312003";"Clos de Pouilly";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212312003";"Clos de Pouilly";"R";404;1
"Dijon énergies";"2018";"C";"212312003";"Clos de Pouilly";"T";858;1
"Dijon énergies";"2018";"C";"212319801";"La Toison d'Or";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212319801";"La Toison d'Or";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212319801";"La Toison d'Or";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212319801";"La Toison d'Or";"R";1817;3
"Dijon énergies";"2018";"C";"212319801";"La Toison d'Or";"T";3861;6
"Dijon énergies";"2018";"C";"212319802";"Z i Nord Est";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212319802";"Z i Nord Est";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212319802";"Z i Nord Est";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212319802";"Z i Nord Est";"R";404;1
"Dijon énergies";"2018";"C";"212319802";"Z i Nord Est";"T";858;1
"Dijon énergies";"2018";"C";"212780101";"Vieux Village";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212780101";"Vieux Village";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212780101";"Vieux Village";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212780101";"Vieux Village";"R";1010;2
"Dijon énergies";"2018";"C";"212780101";"Vieux Village";"T";2145;3
"Dijon énergies";"2018";"C";"212780102";"Saverney";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212780102";"Saverney";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212780102";"Saverney";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212780102";"Saverney";"R";404;1
"Dijon énergies";"2018";"C";"212780102";"Saverney";"T";858;1
"Dijon énergies";"2018";"C";"212780104";"Majnoni";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"212780104";"Majnoni";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"212780104";"Majnoni";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"212780104";"Majnoni";"R";1010;2
"Dijon énergies";"2018";"C";"212780104";"Majnoni";"T";2145;3
"Dijon énergies";"2018";"C";"213550103";"Parc Poussots-Pommerets";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"213550103";"Parc Poussots-Pommerets";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"213550103";"Parc Poussots-Pommerets";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"213550103";"Parc Poussots-Pommerets";"R";202;1
"Dijon énergies";"2018";"C";"213550103";"Parc Poussots-Pommerets";"T";429;1
"Dijon énergies";"2018";"C";"215150101";"Atrias-Vieux Village-Grand Chaignet";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"215150101";"Atrias-Vieux Village-Grand Chaignet";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"215150101";"Atrias-Vieux Village-Grand Chaignet";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"215150101";"Atrias-Vieux Village-Grand Chaignet";"R";2221;4
"Dijon énergies";"2018";"C";"215150101";"Atrias-Vieux Village-Grand Chaignet";"T";4720;7
"Dijon énergies";"2018";"C";"215150102";"La Fontaine aux Jardins";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"215150102";"La Fontaine aux Jardins";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"215150102";"La Fontaine aux Jardins";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"215150102";"La Fontaine aux Jardins";"R";202;1
"Dijon énergies";"2018";"C";"215150102";"La Fontaine aux Jardins";"T";429;1
"Dijon énergies";"2018";"C";"215150103";"Les Huches";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"215150103";"Les Huches";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"215150103";"Les Huches";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"215150103";"Les Huches";"R";4442;7
"Dijon énergies";"2018";"C";"215150103";"Les Huches";"T";9439;15
"Dijon énergies";"2018";"C";"215150104";"Place Centrale-Quetignerots-Pre Bourgeot";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"215150104";"Place Centrale-Quetignerots-Pre Bourgeot";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"215150104";"Place Centrale-Quetignerots-Pre Bourgeot";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"215150104";"Place Centrale-Quetignerots-Pre Bourgeot";"R";5250;8
"Dijon énergies";"2018";"C";"215150104";"Place Centrale-Quetignerots-Pre Bourgeot";"T";11155;18
"Dijon énergies";"2018";"C";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"I";"secret";"secret"
"Dijon énergies";"2018";"C";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"A";"secret";"secret"
"Dijon énergies";"2018";"C";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"X";"secret";"secret"
"Dijon énergies";"2018";"C";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"R";202;1
"Dijon énergies";"2018";"C";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"T";429;1
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";"secret";"secret"
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";1240.7;1
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"T";261.86;1
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";815.1;1
"L'Arche au Bois";"2018";"C";"243220112";"Gour de l'Arche";"R";246.51;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";"secret";"secret"
"SOLENA";"2018";"C";"243720101";"Nord";"T";957.9;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";221.2;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";218.59;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";777.5;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";306.7;1
"SOLENA";"2018";"C";"243720101";"Nord";"T";333.4;1
"SOLENA";"2018";"C";"243720101";"Nord";"R";703.9;1
"Réseau CHAMPS MONTANTS AUDINCOURT";"2018";"C";"250310105";"Champs Montants-Les Arbues";"T";"secret";"secret"
"Réseau CHAMPS MONTANTS AUDINCOURT";"2018";"C";"250310105";"Champs Montants-Les Arbues";"R";3689;9
"Réseau CHAMPS MONTANTS AUDINCOURT";"2018";"C";"250310106";"Champs Montants-ZRU";"R";3320;8
"Réseau CHAMPS MONTANTS AUDINCOURT";"2018";"C";"250310106";"Champs Montants-ZRU";"T";369;1
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"T";495;1
"Besançon - Planoise";"2018";"C";"250560201";"Velotte";"R";318;1
"Réseau LA BOULOIE";"2018";"C";"250560804";"Bouloie";"X";15884;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";891;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";637;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";2353;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"T";336;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";1853;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";469;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";1468;1
"Besançon - Planoise";"2018";"C";"250561201";"Époisses-Champagne";"R";329;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";831;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";1274;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";2506;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";454;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";1589;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"T";241;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";607;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";960;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";748;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";561;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"R";925;1
"Besançon - Planoise";"2018";"C";"250561202";"Époisses-Bourgogne";"T";593;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";283;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";1203;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";747;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";1725;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";1708;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";335;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";927;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";1333;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";702;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"T";214;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";535;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";812;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";473;1
"Besançon - Planoise";"2018";"C";"250561203";"Ile-de-France";"R";554;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";814;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";378;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1765;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";2020;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"T";281;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1762;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";617;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1783;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1611;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1109;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";463;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";292;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";1030;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";658;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"T";373;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";205;1
"Besançon - Planoise";"2018";"C";"250561204";"Piémont";"R";277;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";808;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";2067;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";857;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";599;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"T";848;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";1587;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";520;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";1620;1
"Besançon - Planoise";"2018";"C";"250561205";"Diderot";"R";579;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";845;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";1663;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";942;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";2016;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";541;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";926;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";401;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";387;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";2404;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";504;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";293;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"R";212;1
"Besançon - Planoise";"2018";"C";"250561206";"Victor Hugo";"T";316;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";780;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";226;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";609;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";1406;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";1201;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";768;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";523;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";820;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";682;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";909;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";490;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";293;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";1182;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";204;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";246;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";864;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";474;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"T";391;1
"Besançon - Planoise";"2018";"C";"250561207";"Cassin";"R";638;1
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"T";"secret";"secret"
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"I";955;1
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"T";206;1
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"T";399;1
"Besançon - Planoise";"2018";"C";"250561208";"Lafayette";"R";620;1
