"Nom de l'opérateur";"Millésime des données";"Énergie concernée";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"OPERATEUR";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";2330.79;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";372.22;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";855.93;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";1864.67;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";445.55;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";241.01;
"Oyonnax Biochaleur";"2018";"C";"010310000";"Bellignat (commune non irisée)";"X";1561.05;
"Belena";"2018";"C";"010340102";"Centre et Est";"I";"secret";"secret"
"Belena";"2018";"C";"010340102";"Centre et Est";"A";"secret";"secret"
"Belena";"2018";"C";"010340102";"Centre et Est";"X";"secret";"secret"
"Belena";"2018";"C";"010340102";"Centre et Est";"R";2452;6
"Belena";"2018";"C";"010340102";"Centre et Est";"T";1828;4
"Belena";"2018";"C";"010340103";"Sud Ouest";"A";"secret";"secret"
"Belena";"2018";"C";"010340103";"Sud Ouest";"X";"secret";"secret"
"Belena";"2018";"C";"010340103";"Sud Ouest";"R";3433;8
"Belena";"2018";"C";"010340103";"Sud Ouest";"I";250;1
"Belena";"2018";"C";"010340103";"Sud Ouest";"T";2559;6
"Quartier de La Reyssouze";"2018";"C";"010530102";"Champ de Foire";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530102";"Champ de Foire";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530102";"Champ de Foire";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530102";"Champ de Foire";"R";1227;3
"Quartier de La Reyssouze";"2018";"C";"010530102";"Champ de Foire";"T";307;1
"Quartier de La Reyssouze";"2018";"C";"010530502";"Sardieres";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530502";"Sardieres";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530502";"Sardieres";"T";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530502";"Sardieres";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530502";"Sardieres";"R";614;2
"Quartier de La Reyssouze";"2018";"C";"010530503";"Croix Blanche";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530503";"Croix Blanche";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530503";"Croix Blanche";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530503";"Croix Blanche";"R";4910;13
"Quartier de La Reyssouze";"2018";"C";"010530503";"Croix Blanche";"T";1227;3
"Quartier de La Reyssouze";"2018";"C";"010530601";"Pont-des-Chevres";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530601";"Pont-des-Chevres";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530601";"Pont-des-Chevres";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530601";"Pont-des-Chevres";"R";5830;15
"Quartier de La Reyssouze";"2018";"C";"010530601";"Pont-des-Chevres";"T";1458;4
"Quartier de La Reyssouze";"2018";"C";"010530602";"Reyssouze-Ouest";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530602";"Reyssouze-Ouest";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530602";"Reyssouze-Ouest";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530602";"Reyssouze-Ouest";"R";5217;14
"Quartier de La Reyssouze";"2018";"C";"010530602";"Reyssouze-Ouest";"T";1304;3
"Quartier de La Reyssouze";"2018";"C";"010530603";"Reyssouze-Est";"I";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530603";"Reyssouze-Est";"A";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530603";"Reyssouze-Est";"X";"secret";"secret"
"Quartier de La Reyssouze";"2018";"C";"010530603";"Reyssouze-Est";"R";7672;20
"Quartier de La Reyssouze";"2018";"C";"010530603";"Reyssouze-Est";"T";1918;5
"Oyonnax Biochaleur";"2018";"C";"011810000";"Groissiat (commune non irisée)";"X";481.74;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";3292.82;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";1276.25;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";1048.39;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";429.53;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";364.91;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";313.8;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";441.26;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";284.9;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";730.83;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";418.57;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";489.27;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";677.64;
"Oyonnax Biochaleur";"2018";"C";"012830102";"Zus Centre";"X";260.56;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";2212.03;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";408.78;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";205.27;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";445.13;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";537.92;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";504.05;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";1280.27;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";308.01;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";471.73;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";249.64;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";598.41;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";745.29;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";1205.3;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";250.83;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";629.03;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";541.86;
"Oyonnax Biochaleur";"2018";"C";"012830103";"Zus Nord Est";"X";527.67;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";1487.685;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";674.4;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";438.065;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";544.28;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";633.31;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";907.675;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";897.735;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";364.19;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";317.74;
"Oyonnax Biochaleur";"2018";"C";"012830104";"Zus Ouest";"X";902.2;
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";530.27;
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";382.69;
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";360.84;
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";262.76;
"Oyonnax Biochaleur";"2018";"C";"012830201";"Ville Sud";"X";234.58;
"Oyonnax Biochaleur";"2018";"C";"012830202";"Ville Est";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830301";"Ville Ouest";"X";"secret";"secret"
"Oyonnax Biochaleur";"2018";"C";"012830301";"Ville Ouest";"X";675.52;
"Oyonnax Biochaleur";"2018";"C";"012830301";"Ville Ouest";"X";611.06;
"Oyonnax Biochaleur";"2018";"C";"012830301";"Ville Ouest";"X";230.38;
"Réseau de saint-denis-les-bourg";"2018";"C";"013440000";"Saint-Denis-lès-Bourg (commune non irisée)";"X";1352;13
"Réseau de Château Thierry";"2018";"C";"021680201";"Chesneaux";"X";9478.773;9
"Réseau de Château Thierry";"2018";"C";"021680401";"Mare Aubry";"X";785.669;1
"Réseau de Château Thierry";"2018";"C";"021680501";"Vaucrises";"X";8337.995;12
"Réseau de Château Thierry";"2018";"C";"021680601";"Gerbrois-St Martin-Le Buisson-Vincelles";"X";868.496;5
"Réseau de Château Thierry";"2018";"C";"021680701";"Blanchard";"X";7094.601;6
"Réseau d'Urcel";"2018";"C";"027550000";"Urcel (commune non irisée)";"X";401.352;16
"Réseau de Commentry";"2018";"C";"030820101";"1ère zone";"I";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820101";"1ère zone";"A";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820101";"1ère zone";"T";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820101";"1ère zone";"X";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820101";"1ère zone";"R";272;1
"Réseau de Commentry";"2018";"C";"030820102";"2e Zone";"I";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820102";"2e Zone";"A";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820102";"2e Zone";"X";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820102";"2e Zone";"R";545;2
"Réseau de Commentry";"2018";"C";"030820102";"2e Zone";"T";378;2
"Réseau de Commentry";"2018";"C";"030820103";"3e Zone";"I";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820103";"3e Zone";"A";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820103";"3e Zone";"X";"secret";"secret"
"Réseau de Commentry";"2018";"C";"030820103";"3e Zone";"R";3404;15
"Réseau de Commentry";"2018";"C";"030820103";"3e Zone";"T";2365;10
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031010101";"Banlieue";"I";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031010101";"Banlieue";"A";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031010101";"Banlieue";"X";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031010101";"Banlieue";"R";684;2
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031010101";"Banlieue";"T";228;1
"Réseau de chaleur d'Ebreuil";"2018";"C";"031070000";"Ébreuil (commune non irisée)";"X";994;3
"Réseau de chaleur d'Ebreuil";"2018";"C";"031070000";"Ébreuil (commune non irisée)";"X";994;3
"RESEAU DE MEAULNE";"2018";"C";"031680000";"Meaulne-Vitray (commune non irisée)";"R";"secret";"secret"
"RESEAU DE MEAULNE";"2018";"C";"031680000";"Meaulne-Vitray (commune non irisée)";"T";211.118;7
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850106";"Ville Gozet";"I";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850106";"Ville Gozet";"A";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850106";"Ville Gozet";"X";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850106";"Ville Gozet";"R";3078;7
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850106";"Ville Gozet";"T";1026;2
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850113";"Fontbouillant";"I";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850113";"Fontbouillant";"A";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850113";"Fontbouillant";"X";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850113";"Fontbouillant";"R";10943;24
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850113";"Fontbouillant";"T";3648;8
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850114";"La Caserne-Les Guineberts";"I";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850114";"La Caserne-Les Guineberts";"A";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850114";"La Caserne-Les Guineberts";"X";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850114";"La Caserne-Les Guineberts";"R";1368;3
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850114";"La Caserne-Les Guineberts";"T";456;1
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850115";"Bien Assis";"I";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850115";"Bien Assis";"A";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850115";"Bien Assis";"X";"secret";"secret"
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850115";"Bien Assis";"R";6497;14
"Quartier Fontbouillant et Bien-Assis";"2018";"C";"031850115";"Bien Assis";"T";2166;5
"Réseau communal de Barcelonnette";"2018";"C";"040190000";"Barcelonnette (commune non irisée)";"X";2666;140
"Réseau de la chaufferie La Tomie";"2018";"C";"040880000";"Forcalquier (commune non irisée)";"T";"secret";"secret"
"Ranguin";"2018";"C";"060300101";"Garibondy";"R";8828.1;7
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880505";"Saint-Roch-Ricolfi";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880506";"Saint-Charles";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880507";"Roquebilliere";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880508";"Pierre Semard";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880509";"Mont Gros";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880603";"Pasteur";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880604";"Pasteur-Voie Romaine";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880605";"Pasteur-Saint Pons";"R";6186.1875;5
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880701";"Route de Turin";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880702";"Bon Voyage";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880801";"Vinaigrier";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880902";"Ariane-Monzie";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880903";"La Lauvette";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880904";"Ariane-Ripert";"R";6186.1875;6
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060880905";"Ariane-Saramito";"R";6186.1875;8
"SONITHERM - Réseau de l'Ariane";"2018";"C";"060881005";"Rimiez";"R";6186.1875;8
"réseau du cheylard";"2018";"C";"070640000";"Le Cheylard (commune non irisée)";"I";"secret";"secret"
"réseau du cheylard";"2018";"C";"070640000";"Le Cheylard (commune non irisée)";"A";"secret";"secret"
"réseau du cheylard";"2018";"C";"070640000";"Le Cheylard (commune non irisée)";"X";"secret";"secret"
"réseau du cheylard";"2018";"C";"070640000";"Le Cheylard (commune non irisée)";"R";394;2
"réseau du cheylard";"2018";"C";"070640000";"Le Cheylard (commune non irisée)";"T";3548;15
"Réseau LA CITADELLE CHARLEVILLE";"2018";"C";"081050502";"Les Faubourgs-Sud";"R";8030;17
"Réseau LA CITADELLE CHARLEVILLE";"2018";"C";"081050502";"Les Faubourgs-Sud";"T";2007;4
"Réseau Ronde Couture";"2018";"C";"081050701";"Granges Moulues-Ouest";"X";709;1
"Réseau Ronde Couture";"2018";"C";"081050702";"Granges Moulues-Est";"X";9215;17
"Réseau Ronde Couture";"2018";"C";"081050801";"Ronde Couture-Nord-Ouest";"X";5671;11
"Réseau Ronde Couture";"2018";"C";"081050802";"Ronde Couture-Centre";"X";7089;13
"Réseau Ronde Couture";"2018";"C";"081050803";"Ronde Couture-Sud-Est";"X";10633;20
"Réseau Ronde Couture";"2018";"C";"081050902";"Victor Hugo-Sud";"X";2835;5
"Réseau de chaleur bois de Poix Terron";"2018";"C";"083410000";"Poix-Terron (commune non irisée)";"R";"secret";"secret"
"Réseau de chaleur bois de Poix Terron";"2018";"C";"083410000";"Poix-Terron (commune non irisée)";"T";"secret";"secret"
"Réseau SEDAN";"2018";"C";"084090102";"Torcy Cité";"R";13189;46
"Réseau SEDAN";"2018";"C";"084090102";"Torcy Cité";"T";13188;45
"Réseau SEDAN";"2018";"C";"084090201";"Torcy1";"R";290;1
"Réseau SEDAN";"2018";"C";"084090201";"Torcy1";"T";290;1
"Réseau SEDAN";"2018";"C";"084090202";"Torcy2";"R";435;2
"Réseau SEDAN";"2018";"C";"084090202";"Torcy2";"T";435;1
"Réseau SEDAN";"2018";"C";"084090301";"Centre1";"R";2174;7
"Réseau SEDAN";"2018";"C";"084090301";"Centre1";"T";2174;8
"Réseau SEDAN";"2018";"C";"084090302";"Centre2a";"R";725;3
"Réseau SEDAN";"2018";"C";"084090302";"Centre2a";"T";724;2
"Réseau SEDAN";"2018";"C";"084090303";"Centre2b";"R";2029;7
"Réseau SEDAN";"2018";"C";"084090303";"Centre2b";"T";2029;7
"Réseau SEDAN";"2018";"C";"084090401";"Résidence Ardennes";"R";870;3
"Réseau SEDAN";"2018";"C";"084090401";"Résidence Ardennes";"T";869;3
"Réseau SEDAN";"2018";"C";"084090402";"Fond de Givonne";"R";"secret";"secret"
"Réseau SEDAN";"2018";"C";"084090402";"Fond de Givonne";"T";"secret";"secret"
"Réseau SEDAN";"2018";"C";"084090501";"Zup1";"R";2464;8
"Réseau SEDAN";"2018";"C";"084090501";"Zup1";"T";2464;9
"Réseau SEDAN";"2018";"C";"084090502";"Zup2";"R";1305;5
"Réseau SEDAN";"2018";"C";"084090502";"Zup2";"T";1304;4
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";2674;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";2495;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";790;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";1121;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";542;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"R";1123;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810201";"Chantereigne-Montvilliers-Nord-Ouest";"T";483;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"R";3043;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"R";2505;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"R";2504;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"R";2574;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"T";579;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810202";"Chantereigne-Montvilliers-Centre";"T";429;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810205";"Chantereigne-Montvilliers-Est";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810205";"Chantereigne-Montvilliers-Est";"R";1944;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810205";"Chantereigne-Montvilliers-Est";"R";1521;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810205";"Chantereigne-Montvilliers-Est";"T";427;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"100810205";"Chantereigne-Montvilliers-Est";"T";1804;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"T";"secret";"secret"
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"R";3791;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"R";2431;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"R";2038;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"R";699;1
"La Chapelle St Luc / Les Noës près Troyes";"2018";"C";"102650000";"Les Noës-près-Troyes (commune non irisée)";"T";255;1
"Réseau Biomasse de Piney";"2018";"C";"102870000";"Piney (commune non irisée)";"X";866;4
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"I";"secret";"secret"
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";2350;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";214;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";503;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";1104;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"R";381;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"R";478;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"R";480;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";443;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";498;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";1293;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";522;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";1358;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"R";322;1
"Les Chartreux";"2018";"C";"103250000";"Rosières-près-Troyes (commune non irisée)";"T";464;1
"Les Chartreux";"2018";"C";"103871001";"Romain Rolland";"R";3313;1
