"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"1511C";"AURILLAC";"2021";"150140101";"République";"C";"R";"4249";"34"
"1511C";"AURILLAC";"2021";"150140101";"République";"C";"T";"2600";"22"
"1511C";"AURILLAC";"2021";"150140102";"Saint-Géraud";"C";"R";"122";"2"
"1511C";"AURILLAC";"2021";"150140102";"Saint-Géraud";"C";"T";"451";"2"
"1511C";"AURILLAC";"2021";"150140103";"Aristide Briand";"C";"R";"1147";"5"
"1511C";"AURILLAC";"2021";"150140103";"Aristide Briand";"C";"T";"1272";"6"
"1511C";"AURILLAC";"2021";"150140104";"Saint-Eugène";"C";"R";"4474";"22"
"1511C";"AURILLAC";"2021";"150140104";"Saint-Eugène";"C";"T";"1634";"6"
"1511C";"AURILLAC";"2021";"150140105";"Tivoli";"C";"R";"9353";"18"
"1511C";"AURILLAC";"2021";"150140105";"Tivoli";"C";"T";"2033";"11"
"1511C";"AURILLAC";"2021";"150140106";"Vialenc";"C";"R";"1504";"3"
"1511C";"AURILLAC";"2021";"150140106";"Vialenc";"C";"T";"584";"4"
"1511C";"AURILLAC";"2021";"150140110";"Ponétie";"C";"R";"2677";"11"
"1511C";"AURILLAC";"2021";"150140110";"Ponétie";"C";"T";"3888";"12"
"1511C";"AURILLAC";"2021";"150140111";"Marmiers";"C";"R";"2518";"5"
"1511C";"AURILLAC";"2021";"150140111";"Marmiers";"C";"T";"143";"3"
"1511C";"AURILLAC";"2021";"150140112";"Tronquières";"C";"I";"5209";"2"
"1511C";"AURILLAC";"2021";"150140112";"Tronquières";"C";"R";"485";"3"
"1511C";"AURILLAC";"2021";"150140113";"Belbex";"C";"R";"516";"2"
"1511C";"AURILLAC";"2021";"150140113";"Belbex";"C";"T";"3929";"5"
"1610C";"RESEAU DE VAUCELLES";"2021";"160890000";"Châteaubernard (commune non irisée)";"C";"X";"4094.4";"6"
"1610C";"RESEAU DE VAUCELLES";"2021";"161020301";"Faubourg d'Angoulême";"C";"X";"2002.2";"3"
"1610C";"RESEAU DE VAUCELLES";"2021";"161020302";"Champ de Foire";"C";"X";"219.4";"1"
"1701C";"VILLENEUVE-LES-SALINES";"2021";"173000104";"Centre Hôpital";"C";"X";"9422.87030029297";"2"
"1701C";"VILLENEUVE-LES-SALINES";"2021";"173000901";"Petit Marseille-Foire Exposition";"C";"X";"1433.32992553711";"4"
"1701C";"VILLENEUVE-LES-SALINES";"2021";"173000902";"Villeneuve des Salines Ouest";"C";"X";"4209.6701965332";"10"
"1701C";"VILLENEUVE-LES-SALINES";"2021";"173000903";"Villeneuve des Salines Est";"C";"X";"8857.60976576804";"21"
"1701C";"VILLENEUVE-LES-SALINES";"2021";"173000904";"Villeneuve des Salines Lac";"C";"X";"3914.51995849609";"5"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000301";"Port Neuf Est";"C";"R";"3707.784";"10"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000301";"Port Neuf Est";"C";"T";"1541.98";"5"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000302";"Port Neuf Ouest";"C";"R";"6281.49";"19"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000302";"Port Neuf Ouest";"C";"T";"968.97";"4"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000401";"Chef de Baie";"C";"T";"secret";"secret"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000501";"Mireuil Ouest";"C";"R";"3332.36";"4"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000501";"Mireuil Ouest";"C";"T";"210.2";"1"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000502";"Mireuil Château d'Eau";"C";"R";"2272.09";"4"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000502";"Mireuil Château d'Eau";"C";"T";"369.84";"3"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000503";"Mireuil Est";"C";"R";"6734.158";"16"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000504";"Mireuil le Parc";"C";"R";"3621.63";"10"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000504";"Mireuil le Parc";"C";"T";"204.68";"1"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000505";"Mireuil Europe";"C";"R";"4776.62";"11"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000505";"Mireuil Europe";"C";"T";"980.99";"4"
"1704C";"Port Neuf Mireuil Energie";"2021";"173000601";"Rossignolette-Saint-Maurice";"C";"R";"402.89";"2"
"1902C";"EGLETONS";"2021";"190730101";"Nord-Ouest";"C";"X";"2991";"24"
"1902C";"EGLETONS";"2021";"190730102";"Sud-Est";"C";"X";"14769";"14"
"1906C";"BORG WARNER";"2021";"190810000";"Eyrein (commune non irisée)";"C";"I";"1629";"2"
"1907C";"Réseau de Brive";"2021";"190310101";"Centre";"C";"R";"169.29";"4"
"1907C";"Réseau de Brive";"2021";"190310101";"Centre";"C";"T";"849.21";"7"
"1907C";"Réseau de Brive";"2021";"190310102";"Guierle";"C";"R";"793.41";"16"
"1907C";"Réseau de Brive";"2021";"190310102";"Guierle";"C";"T";"2313.94";"5"
"1907C";"Réseau de Brive";"2021";"190310103";"Poste";"C";"R";"1104.73";"4"
"1907C";"Réseau de Brive";"2021";"190310103";"Poste";"C";"T";"452.94";"2"
"1907C";"Réseau de Brive";"2021";"190310104";"Arsonval";"C";"R";"922.28";"8"
"1907C";"Réseau de Brive";"2021";"190310104";"Arsonval";"C";"T";"4246.91";"4"
"1907C";"Réseau de Brive";"2021";"190310201";"Sports";"C";"T";"1053.81";"6"
"1907C";"Réseau de Brive";"2021";"190310202";"Chapelies";"C";"R";"1375.11";"4"
"1907C";"Réseau de Brive";"2021";"190310202";"Chapelies";"C";"T";"550.83";"4"
"1907C";"Réseau de Brive";"2021";"190310203";"Caserne";"C";"R";"2721.68";"10"
"1907C";"Réseau de Brive";"2021";"190310203";"Caserne";"C";"T";"secret";"secret"
"1907C";"Réseau de Brive";"2021";"190310403";"Bouygue";"C";"R";"18.19";"2"
"1907C";"Réseau de Brive";"2021";"190310405";"Danton";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2021";"190310405";"Danton";"C";"T";"1832.77";"3"
"1907C";"Réseau de Brive";"2021";"190310406";"Gaubre";"C";"R";"198.8";"2"
"1907C";"Réseau de Brive";"2021";"190310501";"Tujac Ouest";"C";"I";"490.4";"1"
"1907C";"Réseau de Brive";"2021";"190310503";"Tujac Nord";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2021";"190310503";"Tujac Nord";"C";"T";"277.99";"2"
"1907C";"Réseau de Brive";"2021";"190310701";"Hôpital";"C";"R";"92.73";"1"
"1907C";"Réseau de Brive";"2021";"190310701";"Hôpital";"C";"T";"899.17";"2"
"1907C";"Réseau de Brive";"2021";"190310702";"Migoule";"C";"R";"396.23";"1"
"1907C";"Réseau de Brive";"2021";"190310702";"Migoule";"C";"T";"12107.37";"3"
"1907C";"Réseau de Brive";"2021";"192290000";"Saint-Pantaléon-de-Larche (commune non irisée)";"C";"T";"232.66";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660101";"Piscine-Valendons";"C";"R";"11505.94";"11"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660101";"Piscine-Valendons";"C";"T";"2731.47";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660102";"Pétignys-Chaufferie";"C";"R";"4946.37";"46"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660102";"Pétignys-Chaufferie";"C";"T";"805.01";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660103";"Chapitre-Bibliothèque";"C";"R";"5412.62";"9"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660103";"Chapitre-Bibliothèque";"C";"T";"1843.72";"5"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660104";"Saint-Exupéry";"C";"R";"6571.08";"10"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660104";"Saint-Exupéry";"C";"T";"365.06";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660105";"Vieux Bourg-Grand Crus";"C";"R";"58";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660106";"Ateliers SNCF";"C";"R";"2878.87";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660106";"Ateliers SNCF";"C";"T";"269";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660107";"Mairie-Stade";"C";"R";"7065.18";"9"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"211660107";"Mairie-Stade";"C";"T";"1343.55";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212310901";"Arsenal";"C";"R";"3720.6";"5"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212310901";"Arsenal";"C";"T";"1712.59";"6"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311001";"Bel-Air";"C";"R";"1739.69";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311001";"Bel-Air";"C";"T";"2729.14";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311002";"Larrey";"C";"R";"5037.2";"5"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311003";"Bourroches Ouest";"C";"R";"4557.12";"9"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311003";"Bourroches Ouest";"C";"T";"726.12";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311004";"Bourroches Est";"C";"R";"1205.04";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311004";"Bourroches Est";"C";"T";"584.92";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311006";"Les Valendons";"C";"R";"3543.98";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311006";"Les Valendons";"C";"T";"304.03";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311101";"La Montagne";"C";"R";"1448.21";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311101";"La Montagne";"C";"T";"4753.61";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311201";"Tire-Pesseau";"C";"R";"13850.63";"10"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311201";"Tire-Pesseau";"C";"T";"2343.69";"7"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311202";"Le Lac";"C";"R";"8615.64";"7"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311202";"Le Lac";"C";"T";"1502.42";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311203";"Édouard Belin";"C";"R";"11497.75";"6"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311203";"Édouard Belin";"C";"T";"295.61";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311204";"Champ Perdrix";"C";"R";"13700.4";"7"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311204";"Champ Perdrix";"C";"T";"758.36";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311301";"Chartreuse";"C";"R";"5855.07";"5"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311301";"Chartreuse";"C";"T";"1202.79";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311302";"Arquebuse";"C";"R";"417.01";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311302";"Arquebuse";"C";"T";"1710.13";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311303";"Tanneries";"C";"R";"3465.04";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311401";"Providence";"C";"R";"398";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311401";"Providence";"C";"T";"297";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311402";"Carrières Bacquin";"C";"T";"237";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311501";"François Pompon";"C";"R";"4665";"3"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212311501";"François Pompon";"C";"T";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212319803";"La Gare";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212319803";"La Gare";"C";"T";"226.54";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212319901";"Combe à la Serpent Le Lac";"C";"R";"44.9";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"212319901";"Combe à la Serpent Le Lac";"C";"T";"1129.54";"4"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170101";"Vieux Talant-Clinique";"C";"R";"1251.41";"2"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170101";"Vieux Talant-Clinique";"C";"T";"2231.27";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170102";"Maronniers-Neruda";"C";"T";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170103";"Mail-Canzio-Jouvet";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170103";"Mail-Canzio-Jouvet";"C";"T";"50";"1"
"2102C";"Réseau du Grand Dijon Ouest";"2021";"216170105";"Boris Vian-Triolet";"C";"T";"139";"2"
"2106C";"Dijon énergies";"2021";"212310102";"Cordeliers";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310103";"Saint-Michel";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310201";"Grangier";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310202";"Jean-Jacques Rousseau";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310304";"Clemenceau";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310305";"Davout";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310401";"Petit Cîteaux";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310402";"Saint-Pierre";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310404";"Voltaire";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310501";"Lyautey";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310502";"Parc des Sports";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310503";"Champmaillot";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310601";"Universités";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310701";"Lentillères";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310702";"Petites Roches";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310703";"Mansart";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310704";"Abattoirs";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310801";"Castel";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310802";"Stéarinerie";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212310803";"Carrousel";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311502";"Les Hauts de Montchapet";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311601";"La Charmette";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311602";"Fauconnet";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311603";"Jouvence Ouest";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311604";"Jouvence Est";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311701";"Balzac";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311702";"Stalingrad";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311703";"Casernes";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311704";"Sacré-Cœur";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311801";"York";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311803";"Grésilles Centre";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212311804";"Castelnau";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212312001";"Charles de Gaulle";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212312003";"Clos de Pouilly";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212319801";"La Toison d'Or";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212319802";"Z.I. Nord-Est";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212319804";"Le Bocage";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212780101";"Vieux Village";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212780102";"Saverney";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"212780104";"Majnoni";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"213550103";"Parc Poussots-Pommerets";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"215150101";"Atrias-Vieux Village-Grand Chaignet";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"215150102";"La Fontaine aux Jardins";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"215150103";"Les Huches";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"215150104";"Place Centrale-Quetignerots-Pré Bourgeot";"C";"nd";"nd";"nd"
"2106C";"Dijon énergies";"2021";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"C";"nd";"nd";"nd"
"2301C";"RÉSEAU DE BOURGANEUF";"2021";"230300000";"Bourganeuf (commune non irisée)";"C";"R";"2645.2";"5"
"2301C";"RÉSEAU DE BOURGANEUF";"2021";"230300000";"Bourganeuf (commune non irisée)";"C";"T";"4328.8";"6"
"2302C";"RÉSEAU DE FELLETIN";"2021";"230790000";"Felletin (commune non irisée)";"C";"I";"371.2";"2"
"2302C";"RÉSEAU DE FELLETIN";"2021";"230790000";"Felletin (commune non irisée)";"C";"R";"2246.2";"6"
"2302C";"RÉSEAU DE FELLETIN";"2021";"230790000";"Felletin (commune non irisée)";"C";"T";"6529.6";"13"
"2305C";"RESEAU DE GUERET";"2021";"230960101";"La Rodde";"C";"X";"secret";"secret"
"2305C";"RESEAU DE GUERET";"2021";"230960102";"Centre Ville";"C";"X";"8464.91807556152";"22"
"2305C";"RESEAU DE GUERET";"2021";"230960103";"Champegaud";"C";"X";"3608.55981445312";"8"
"2305C";"RESEAU DE GUERET";"2021";"230960201";"Maindigour";"C";"X";"8090.54003906249";"9"
"2305C";"RESEAU DE GUERET";"2021";"230960202";"Jouhet";"C";"X";"1015.7299194336";"2"
"2401C";"SOLENA";"2021";"243720101";"Nord";"C";"R";"645.33";"1"
"2401C";"SOLENA";"2021";"243720101";"Nord";"C";"T";"3110.57";"7"
"2402C";"L'Arche au Bois";"2021";"243220112";"Gour de l'Arche";"C";"R";"1679.817";"26"
"2402C";"L'Arche au Bois";"2021";"243220112";"Gour de l'Arche";"C";"T";"1664.89";"6"
"2406C";"RESEAU DE COULOUNIEIX CHAMIERS";"2021";"241380101";"Bas Chamiers";"C";"X";"5161.0302";"11"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220101";"Les Barris";"C";"X";"5315.42";"3"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220102";"Les Mondoux";"C";"X";"2052.71";"4"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220104";"Puy-Saint-Font";"C";"X";"86.24";"1"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220105";"Saint-Georges";"C";"X";"429.44";"4"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220106";"Vésone";"C";"X";"6282.1";"21"
"2407C";"RESEAU DES 2 RIVES";"2021";"243220109";"Centre Ville";"C";"X";"1365.09";"9"
"2501C";"Besançon - Planoise";"2021";"250560201";"Velotte";"C";"R";"567.55";"12"
"2501C";"Besançon - Planoise";"2021";"250560201";"Velotte";"C";"T";"421.3";"1"
"2501C";"Besançon - Planoise";"2021";"250561201";"Époisses-Champagne";"C";"R";"8672.29";"6"
"2501C";"Besançon - Planoise";"2021";"250561201";"Époisses-Champagne";"C";"T";"534.23";"3"
"2501C";"Besançon - Planoise";"2021";"250561202";"Époisses-Bourgogne";"C";"R";"11705.57";"12"
"2501C";"Besançon - Planoise";"2021";"250561202";"Époisses-Bourgogne";"C";"T";"875.59";"2"
"2501C";"Besançon - Planoise";"2021";"250561203";"Île-de-France";"C";"R";"13061.01";"15"
"2501C";"Besançon - Planoise";"2021";"250561203";"Île-de-France";"C";"T";"591.11";"7"
"2501C";"Besançon - Planoise";"2021";"250561204";"Piémont";"C";"R";"15247.34";"14"
"2501C";"Besançon - Planoise";"2021";"250561204";"Piémont";"C";"T";"526.05";"3"
"2501C";"Besançon - Planoise";"2021";"250561205";"Diderot";"C";"R";"9754.8394";"10"
"2501C";"Besançon - Planoise";"2021";"250561205";"Diderot";"C";"T";"1967.7716";"10"
"2501C";"Besançon - Planoise";"2021";"250561206";"Victor Hugo";"C";"R";"8099.23";"17"
"2501C";"Besançon - Planoise";"2021";"250561206";"Victor Hugo";"C";"T";"6391.38";"9"
"2501C";"Besançon - Planoise";"2021";"250561207";"Cassin";"C";"R";"10697.4005";"16"
"2501C";"Besançon - Planoise";"2021";"250561207";"Cassin";"C";"T";"3766.0302";"22"
"2501C";"Besançon - Planoise";"2021";"250561208";"Lafayette";"C";"I";"secret";"secret"
"2501C";"Besançon - Planoise";"2021";"250561208";"Lafayette";"C";"R";"644.42";"1"
"2501C";"Besançon - Planoise";"2021";"250561208";"Lafayette";"C";"T";"3819.27";"9"
"2501C";"Besançon - Planoise";"2021";"250561209";"Saint-Laurent";"C";"R";"2101.12";"2"
"2501C";"Besançon - Planoise";"2021";"250561209";"Saint-Laurent";"C";"T";"1265.44";"2"
"2501C";"Besançon - Planoise";"2021";"250561210";"Châteaufarine";"C";"R";"6667.916";"33"
"2501C";"Besançon - Planoise";"2021";"250561210";"Châteaufarine";"C";"T";"30885.914";"13"
"2501C";"Besançon - Planoise";"2021";"250561301";"Tilleroyes";"C";"T";"2601.4497";"3"
"2502C";"Zup de la Petite Hollande";"2021";"253880107";"Petite Hollande-Coteau Jouvent";"C";"X";"7974.313";"7"
"2502C";"Zup de la Petite Hollande";"2021";"253880108";"Petite Hollande-Petit Chênois";"C";"X";"4291.908";"3"
"2502C";"Zup de la Petite Hollande";"2021";"253880109";"Petite Hollande Sud-Ouest";"C";"X";"10045.218";"6"
"2502C";"Zup de la Petite Hollande";"2021";"253880110";"Petite Hollande-Lulli";"C";"X";"5240.799";"4"
"2502C";"Zup de la Petite Hollande";"2021";"253880111";"Petite Hollande-Hexagone";"C";"X";"11305.981";"11"
"2502C";"Zup de la Petite Hollande";"2021";"253880112";"Petite Hollande Sud";"C";"X";"11380.174";"20"
"2502C";"Zup de la Petite Hollande";"2021";"253880113";"Le Pied des Gouttes";"C";"X";"4820.26";"3"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"253090000";"Houtaud (commune non irisée)";"C";"I";"secret";"secret"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620101";"Centre Ville";"C";"R";"secret";"secret"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620101";"Centre Ville";"C";"T";"299";"2"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620102";"Stand-Chirvaux-Gare";"C";"R";"408";"3"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620102";"Stand-Chirvaux-Gare";"C";"T";"2633";"11"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620103";"Zone Industrielle";"C";"I";"2336";"4"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620103";"Zone Industrielle";"C";"R";"98";"1"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620103";"Zone Industrielle";"C";"T";"4769.8";"19"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620104";"Les Longs Traits";"C";"R";"5642";"8"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620104";"Les Longs Traits";"C";"T";"410";"2"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620105";"Saint-Pierre";"C";"I";"3062";"1"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620105";"Saint-Pierre";"C";"R";"1070";"6"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620105";"Saint-Pierre";"C";"T";"1305";"5"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620106";"Rue de Doubs";"C";"R";"2351";"4"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620106";"Rue de Doubs";"C";"T";"4704";"7"
"2511C";"réseau de chaleur de PONTARLIER";"2021";"254620109";"Larmont-Saint-Étienne";"C";"T";"4299";"1"
"2601C";"Réseau de Valence";"2021";"263620201";"Polygone";"C";"R";"4927.69";"9"
"2601C";"Réseau de Valence";"2021";"263620201";"Polygone";"C";"T";"4100.64";"6"
"2601C";"Réseau de Valence";"2021";"263620202";"Dame Blanche";"C";"R";"secret";"secret"
"2601C";"Réseau de Valence";"2021";"263620301";"Petit Charran";"C";"R";"559.59";"1"
"2601C";"Réseau de Valence";"2021";"263620301";"Petit Charran";"C";"T";"secret";"secret"
"2601C";"Réseau de Valence";"2021";"263620302";"Romans";"C";"R";"secret";"secret"
"2601C";"Réseau de Valence";"2021";"263620302";"Romans";"C";"T";"1016.69";"6"
"2601C";"Réseau de Valence";"2021";"263620601";"Briffaut";"C";"T";"15934.94";"5"
