"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Energie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9103C";"Réseau d'Evry";"2023";"912280110";"Épinettes Est";"C";"T";1658.38995552063;5
"9103C";"Réseau d'Evry";"2023";"912280111";"Épinettes Sud";"C";"R";6459.90002441405;15
"9103C";"Réseau d'Evry";"2023";"912280111";"Épinettes Sud";"C";"T";1905.49700069427;5
"9103C";"Réseau d'Evry";"2023";"912280112";"Bras de Fer-Tourelles";"C";"R";3641.04005432128;15
"9103C";"Réseau d'Evry";"2023";"912280112";"Bras de Fer-Tourelles";"C";"T";2418.91094970703;6
"9103C";"Réseau d'Evry";"2023";"912280113";"Parc aux Lièvres";"C";"R";3709.30000305176;8
"9103C";"Réseau d'Evry";"2023";"912280113";"Parc aux Lièvres";"C";"T";"secret";"secret"
"9103C";"Réseau d'Evry";"2023";"912280114";"Mousseau-Bonhomme en Pierre";"C";"R";602.399993896484;2
"9103C";"Réseau d'Evry";"2023";"912280115";"Aguado";"C";"R";8441.50996398925;20
"9103C";"Réseau d'Evry";"2023";"912280115";"Aguado";"C";"T";400.489990234374;4
"9103C";"Réseau d'Evry";"2023";"912280117";"Champtier du Coq";"C";"R";8754.70005798339;21
"9103C";"Réseau d'Evry";"2023";"912280117";"Champtier du Coq";"C";"T";838.0800075531;4
"9103C";"Réseau d'Evry";"2023";"912280118";"Grand Bourg";"C";"R";411.160003662109;1
"9103C";"Réseau d'Evry";"2023";"912280118";"Grand Bourg";"C";"T";"secret";"secret"
"9103C";"Réseau d'Evry";"2023";"912280119";"Champs Élysées";"C";"R";7231.85005187987;14
"9103C";"Réseau d'Evry";"2023";"912280119";"Champs Élysées";"C";"T";2851.67195701598;11
"9103C";"Réseau d'Evry";"2023";"912280120";"Centre Commercial Évry II";"C";"R";3694.93997192382;5
"9103C";"Réseau d'Evry";"2023";"912280120";"Centre Commercial Évry II";"C";"T";1652.60399154573;11
"9103C";"Réseau d'Evry";"2023";"912280121";"Centre Administratif";"C";"T";9850.70997619629;12
"9103C";"Réseau d'Evry";"2023";"912280122";"SNECMA";"C";"T";"secret";"secret"
"9103C";"Réseau d'Evry";"2023";"912280201";"Canal 1";"C";"R";5162.07003784179;9
"9103C";"Réseau d'Evry";"2023";"912280201";"Canal 1";"C";"T";1465.35999298095;6
"9103C";"Réseau d'Evry";"2023";"912280202";"Canal 2";"C";"R";7844.62011575697;14
"9103C";"Réseau d'Evry";"2023";"912280202";"Canal 2";"C";"T";1595.72003173828;5
"9103C";"Réseau d'Evry";"2023";"912280203";"Canal 3";"C";"R";7328.20009613036;20
"9103C";"Réseau d'Evry";"2023";"912280203";"Canal 3";"C";"T";3049.44995117187;8
"9103C";"Réseau d'Evry";"2023";"912280206";"Z.A. Nord-Ouest";"C";"R";334.050013542175;2
"9103C";"Réseau d'Evry";"2023";"912280206";"Z.A. Nord-Ouest";"C";"T";875.710000038145;7
"9103C";"Réseau d'Evry";"2023";"912280207";"Z.A. Sud-Est";"C";"T";1325.38998413086;3
"9115C";"Réseau de Ris-Orangis";"2023";"915210109";"La Ferme d'Orangis";"C";"R";3084;3
"9115C";"Réseau de Ris-Orangis";"2023";"915210110";"Le Moulin à Vent 1";"C";"R";8787;9
"9115C";"Réseau de Ris-Orangis";"2023";"915210110";"Le Moulin à Vent 1";"C";"X";1300.63;4
"9115C";"Réseau de Ris-Orangis";"2023";"915210111";"Le Moulin à Vent 2";"C";"R";3255;5
"9115C";"Réseau de Ris-Orangis";"2023";"915210111";"Le Moulin à Vent 2";"C";"T";25676;1
"9119C";"Parc d'activités";"2023";"916610101";"Les Casseaux";"C";"T";"nd";"nd"
"9119C";"Parc d'activités";"2023";"916660000";"Villejust";"C";"T";"nd";"nd"
"9119C";"Parc d'activités";"2023";"916920108";"Queue d'Oiseau";"C";"T";"nd";"nd"
"9121C";"Réseau de chaleur de l'écoquartier Camille Claudel";"2023";"914770107";"Plateau et Pileu";"C";"R";8088.85997772215;38
"9121C";"Réseau de chaleur de l'écoquartier Camille Claudel";"2023";"914770107";"Plateau et Pileu";"C";"T";2562.97994995117;6
"9222C";"Réseau de Suresnes";"2023";"920730101";"Bas de Suresnes 1";"C";"R";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730101";"Bas de Suresnes 1";"C";"T";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730102";"Carnot Gambetta 1";"C";"R";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730102";"Carnot Gambetta 1";"C";"T";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730108";"Bas de Suresnes 2";"C";"R";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730108";"Bas de Suresnes 2";"C";"T";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730113";"Plateau Nord 1";"C";"R";"nd";"nd"
"9222C";"Réseau de Suresnes";"2023";"920730115";"Carnot Gambetta 3";"C";"R";"nd";"nd"
"9224C";"Réseau SEINERGIE";"2023";"920260201";"Dubonnet";"C";"R";4523.25596618651;10
"9224C";"Réseau SEINERGIE";"2023";"920260201";"Dubonnet";"C";"T";"secret";"secret"
"9224C";"Réseau SEINERGIE";"2023";"920260202";"Villebois-Mareuil";"C";"T";601.5;1
"9224C";"Réseau SEINERGIE";"2023";"920260203";"Franklin";"C";"R";289.799987792968;1
"9224C";"Réseau SEINERGIE";"2023";"920260404";"Fauvelles";"C";"R";9176.30004882811;14
"9224C";"Réseau SEINERGIE";"2023";"920260404";"Fauvelles";"C";"T";658.600006103515;4
"9224C";"Réseau SEINERGIE";"2023";"920260405";"Étudiants";"C";"R";5891.6000213623;11
"9224C";"Réseau SEINERGIE";"2023";"920260405";"Étudiants";"C";"T";5048.49990844726;4
"9224C";"Réseau SEINERGIE";"2023";"920260406";"Arche";"C";"R";12218.3999938965;20
"9224C";"Réseau SEINERGIE";"2023";"920260406";"Arche";"C";"T";2847.29995727538;10
"9224C";"Réseau SEINERGIE";"2023";"920260601";"Visien";"C";"R";2364.09997558593;6
"9224C";"Réseau SEINERGIE";"2023";"920260602";"Kruger";"C";"R";3689.29999542236;12
"9224C";"Réseau SEINERGIE";"2023";"920260602";"Kruger";"C";"T";1758;4
"9224C";"Réseau SEINERGIE";"2023";"920260603";"Parmentier";"C";"R";"secret";"secret"
"9224C";"Réseau SEINERGIE";"2023";"920260701";"de Gaulle";"C";"R";5158.29992675779;3
"9224C";"Réseau SEINERGIE";"2023";"920260701";"de Gaulle";"C";"T";5220.09999084472;6
"9224C";"Réseau SEINERGIE";"2023";"920260702";"Hôtel de Ville";"C";"R";583.099990844725;2
"9224C";"Réseau SEINERGIE";"2023";"920260702";"Hôtel de Ville";"C";"T";"secret";"secret"
"9235C";"Réseau de CLICHY";"2023";"920240101";"Vendôme";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240101";"Vendôme";"C";"T";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240102";"Pasteur-Gesnouin";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240102";"Pasteur-Gesnouin";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240103";"Centre Ville";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240103";"Centre Ville";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240104";"SNCF";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240104";"SNCF";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240201";"Teinturiers";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240201";"Teinturiers";"C";"T";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240201";"Teinturiers";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240202";"Bac d'Asnières-Bérégovoy";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240202";"Bac d'Asnières-Bérégovoy";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240203";"Rue du Port";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240301";"Quartier Nord";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240302";"Gabriel Péri";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240303";"Bateliers";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240304";"Berges de Seine-Beaujon";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240304";"Berges de Seine-Beaujon";"C";"T";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240304";"Berges de Seine-Beaujon";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240401";"Mozart";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240401";"Mozart";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240402";"Maison du Peuple";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240402";"Maison du Peuple";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240403";"Klock";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240403";"Klock";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240404";"Sanzillon";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240404";"Sanzillon";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240405";"Morel";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240405";"Morel";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240501";"Entrée de Ville";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240502";"Calmette";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240502";"Calmette";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240503";"Chance-Milly";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240504";"Cité Nouvelle";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240601";"Palloy-Paymal";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240601";"Palloy-Paymal";"C";"T";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240601";"Palloy-Paymal";"C";"X";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240602";"Gambetta";"C";"R";"nd";"nd"
"9235C";"Réseau de CLICHY";"2023";"920240602";"Gambetta";"C";"X";"nd";"nd"
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070103";"Quartier 3";"C";"R";7964;11
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070103";"Quartier 3";"C";"T";1254;7
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070104";"Quartier 4";"C";"R";2591;14
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070104";"Quartier 4";"C";"T";2260;9
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070105";"Quartier 5";"C";"R";5121;9
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070106";"Quartier 6";"C";"R";5272;14
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070106";"Quartier 6";"C";"T";380;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070107";"Quartier 7";"C";"R";3377;5
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070108";"Quartier 8";"C";"R";4063;3
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070109";"Quartier 9";"C";"R";594;4
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070110";"Quartier 10";"C";"R";920;1
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070110";"Quartier 10";"C";"T";544;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070111";"Quartier 11";"C";"R";744;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070113";"Quartier 13";"C";"R";1419;6
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070113";"Quartier 13";"C";"T";484;1
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070114";"Quartier 14";"C";"R";1042;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070114";"Quartier 14";"C";"T";573;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070115";"Quartier 15";"C";"T";612.60000038147;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070116";"Quartier 16";"C";"R";11533;3
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070116";"Quartier 16";"C";"T";"secret";"secret"
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070117";"Quartier 17";"C";"R";1436;5
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920070117";"Quartier 17";"C";"T";291;1
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200101";"République";"C";"T";"secret";"secret"
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200108";"Ponceau";"C";"R";766;1
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200108";"Ponceau";"C";"T";1495;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200109";"Parc";"C";"R";1959;8
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200109";"Parc";"C";"T";1124;4
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200112";"Sablons 2";"C";"R";844.5;4
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920200112";"Sablons 2";"C";"T";3107;3
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920320102";"Buffets-Fauvettes";"C";"R";1924;3
"9236C";"Réseau de Bagneux-Chatillon";"2023";"920320106";"Pierrelais";"C";"R";597;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"940030108";"Laplace 1";"C";"R";683;2
"9236C";"Réseau de Bagneux-Chatillon";"2023";"940030108";"Laplace 1";"C";"T";420;2
"9309C";"SEBIO";"2023";"930050501";"Émile Zola 1";"C";"I";8054.89997577667;25
"9309C";"SEBIO";"2023";"930050501";"Émile Zola 1";"C";"R";1268;2
"9309C";"SEBIO";"2023";"930050502";"Émile Zola 2";"C";"R";2210;3
"9309C";"SEBIO";"2023";"930050603";"Bourg 3";"C";"T";244;1
"9309C";"SEBIO";"2023";"930710101";"Rougemont Est";"C";"R";4533.99998474121;10
"9309C";"SEBIO";"2023";"930710102";"Rougemont Ouest 2";"C";"R";5662.2000427246;9
"9309C";"SEBIO";"2023";"930710102";"Rougemont Ouest 2";"C";"T";"secret";"secret"
"9309C";"SEBIO";"2023";"930710103";"Rougemont Ouest 1";"C";"R";5467.700050354;13
"9309C";"SEBIO";"2023";"930710103";"Rougemont Ouest 1";"C";"T";5539.80000019073;4
"9309C";"SEBIO";"2023";"930710117";"Perrin 2";"C";"R";4086.59997558594;6
"9309C";"SEBIO";"2023";"930710118";"Perrin 1";"C";"R";2731.5;7
"9309C";"SEBIO";"2023";"930710118";"Perrin 1";"C";"T";422;3
"9309C";"SEBIO";"2023";"930710119";"Freinville";"C";"R";3714;4
"9311C";"Le Chêne Pointu";"2023";"930140104";"Iris 3";"C";"R";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140104";"Iris 3";"C";"T";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140109";"Iris 8";"C";"R";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140110";"Iris 9";"C";"R";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140111";"Iris 10";"C";"R";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140111";"Iris 10";"C";"T";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140112";"Iris 11";"C";"T";"nd";"nd"
"9311C";"Le Chêne Pointu";"2023";"930140113";"Iris 12";"C";"T";"nd";"nd"
"9312C";"Le Gros Saule";"2023";"930050701";"Gros Saule 1";"C";"X";"secret";"secret"
"9312C";"Le Gros Saule";"2023";"930050702";"Gros Saule 2";"C";"R";5438;6
"9312C";"Le Gros Saule";"2023";"930050702";"Gros Saule 2";"C";"X";677;2
"9312C";"Le Gros Saule";"2023";"930050703";"Gros Saule 3";"C";"R";6253;7
"9312C";"Le Gros Saule";"2023";"930050703";"Gros Saule 3";"C";"X";412;1
"9312C";"Le Gros Saule";"2023";"930050801";"Ambourget 1";"C";"R";5239;4
"9312C";"Le Gros Saule";"2023";"930050801";"Ambourget 1";"C";"X";562;1
"9312C";"Le Gros Saule";"2023";"930050802";"Ambourget 2";"C";"R";8288;1
"9312C";"Le Gros Saule";"2023";"930050803";"Ambourget 3";"C";"X";683;1
"9312C";"Le Gros Saule";"2023";"930050804";"Ambourget 4";"C";"R";3907.83869526415;4
"9312C";"Le Gros Saule";"2023";"930050805";"Ambourget 5";"C";"R";7124.6983;5
"9312C";"Le Gros Saule";"2023";"930050805";"Ambourget 5";"C";"X";756;1
"9312C";"Le Gros Saule";"2023";"930710105";"Savigny 2";"C";"R";2746;1
"9313C";"La Courneuve";"2023";"930270111";"La Tour";"C";"R";"nd";"nd"
"9313C";"La Courneuve";"2023";"930270111";"La Tour";"C";"T";"nd";"nd"
"9315C";"Réseau du Blanc Mesnil";"2023";"930070102";"Zone d'Activités Molette";"C";"R";1484;4
"9315C";"Réseau du Blanc Mesnil";"2023";"930070102";"Zone d'Activités Molette";"C";"X";455.59;1
"9315C";"Réseau du Blanc Mesnil";"2023";"930070103";"Iris 1";"C";"R";4218;4
"9315C";"Réseau du Blanc Mesnil";"2023";"930070103";"Iris 1";"C";"X";205;1
"9315C";"Réseau du Blanc Mesnil";"2023";"930070104";"Iris 2";"C";"R";2625;2
"9315C";"Réseau du Blanc Mesnil";"2023";"930070104";"Iris 2";"C";"X";207;1
"9315C";"Réseau du Blanc Mesnil";"2023";"930070105";"Iris 3";"C";"R";784;2
"9315C";"Réseau du Blanc Mesnil";"2023";"930070107";"Iris 5";"C";"R";10692.33;2
"9315C";"Réseau du Blanc Mesnil";"2023";"930070107";"Iris 5";"C";"X";1294.29;3
"9315C";"Réseau du Blanc Mesnil";"2023";"930070108";"Iris 7";"C";"R";6876;2
"9315C";"Réseau du Blanc Mesnil";"2023";"930070109";"Iris 6";"C";"R";1094.1;1
"9315C";"Réseau du Blanc Mesnil";"2023";"930070109";"Iris 6";"C";"X";1574;2
"9315C";"Réseau du Blanc Mesnil";"2023";"930070110";"Iris 8";"C";"R";1779.53;3
"9315C";"Réseau du Blanc Mesnil";"2023";"930070113";"Iris 11";"C";"R";"secret";"secret"
"9315C";"Réseau du Blanc Mesnil";"2023";"930070114";"Iris 12";"C";"R";4279;7
"9315C";"Réseau du Blanc Mesnil";"2023";"930070114";"Iris 12";"C";"X";2307.4;5
"9315C";"Réseau du Blanc Mesnil";"2023";"930070115";"Iris 13";"C";"R";999;1
"9315C";"Réseau du Blanc Mesnil";"2023";"930070115";"Iris 13";"C";"X";"secret";"secret"
"9316C";"Reseau de Bondy";"2023";"930100101";"La Flamiche";"C";"R";911;1
"9316C";"Reseau de Bondy";"2023";"930100102";"La Terre Saint-Blaise";"C";"R";2789;4
"9316C";"Reseau de Bondy";"2023";"930100102";"La Terre Saint-Blaise";"C";"X";458;1
"9316C";"Reseau de Bondy";"2023";"930100104";"Suzanne Buisson";"C";"R";9699;3
"9316C";"Reseau de Bondy";"2023";"930100105";"Le Château Gobillon";"C";"R";1712;3
"9316C";"Reseau de Bondy";"2023";"930100105";"Le Château Gobillon";"C";"X";870;3
"9316C";"Reseau de Bondy";"2023";"930100106";"Les Merisiers";"C";"R";596;2
"9316C";"Reseau de Bondy";"2023";"930100106";"Les Merisiers";"C";"X";8288.0000061;4
"9316C";"Reseau de Bondy";"2023";"930100107";"La Noue Caillet";"C";"R";2708;1
"9316C";"Reseau de Bondy";"2023";"930100107";"La Noue Caillet";"C";"X";399;1
"9316C";"Reseau de Bondy";"2023";"930100108";"Le Parc du Château";"C";"R";1833;6
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280201";"La Brèche";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280201";"La Brèche";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280202";"La Croix des Mèches";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280202";"La Croix des Mèches";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280204";"Hôtel de Ville";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280204";"Hôtel de Ville";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280205";"L'Ormetteau";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280205";"L'Ormetteau";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280206";"Port-Source";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280206";"Port-Source";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280207";"L'Échat";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280207";"L'Échat";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280208";"Montaigut Université";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280208";"Montaigut Université";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280209";"Lévrière-Haye aux Moines";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280209";"Lévrière-Haye aux Moines";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280210";"Palais-Grand Pavois";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280210";"Palais-Grand Pavois";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280211";"Palais-Charles Péguy";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280211";"Palais-Charles Péguy";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280215";"Le Lac Étendu";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280215";"Le Lac Étendu";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280307";"Les Mèches";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280401";"Cardinaud";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280402";"Casalis";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280403";"Abbaye";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280403";"Abbaye";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280405";"Côte d'Or-Coteaux du Sud-Sarrasins";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280405";"Côte d'Or-Coteaux du Sud-Sarrasins";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280406";"La Habette";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280406";"La Habette";"C";"T";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280408";"Saint-Exupéry";"C";"R";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2023";"940280408";"Saint-Exupéry";"C";"T";"nd";"nd"
"9406C";"Ivry";"2023";"940410301";"Ivry Port Nord";"C";"R";"nd";"nd"
"9406C";"Ivry";"2023";"940410301";"Ivry Port Nord";"C";"T";"nd";"nd"
"9406C";"Ivry";"2023";"940410302";"Ivry Port Centre";"C";"I";"nd";"nd"
"9406C";"Ivry";"2023";"940410302";"Ivry Port Centre";"C";"R";"nd";"nd"
"9406C";"Ivry";"2023";"940410302";"Ivry Port Centre";"C";"T";"nd";"nd"
"9406C";"Ivry";"2023";"940410304";"Ivry Port Sud";"C";"R";"nd";"nd"
"9406C";"Ivry";"2023";"940410304";"Ivry Port Sud";"C";"T";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160101";"Centre Ville 1";"C";"R";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160102";"Cité Jardins";"C";"T";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160104";"Centre Ville 2";"C";"R";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160106";"La Plaine 1";"C";"R";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160106";"La Plaine 1";"C";"T";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160107";"La Plaine 2";"C";"R";"nd";"nd"
"9410C";"Réseau de Cachan";"2023";"940160107";"La Plaine 2";"C";"T";"nd";"nd"
